,required,optional
,4223,2_1_世_纪_中_国_基_金_会_ 
,4224,6_-_4_t_i_a_n_w_a_n_g_ 
,4225,8_9_-_6_4_c_d_j_p_ 
,4226,A_D_M_I_N_ 
,4227,A_I_D_S_ 
,4228,A_i_o_r_t_墓_地_ 
,4229,a_i_滋_ 
,4230,A_r_q_u_s_会_议_场_ 
,4231,a_s_s_h_o_l_e_ 
,4232,A_t_a_n_的_移_动_石_ 
,4233,A_片_ 
,4234,B_a_i_c_h_i_ 
,4235,B_a_o_p_i_ 
,4236,B_a_o_皮_ 
,4237,b_a_s_t_a_r_d_ 
,4238,B_c_ 
,4239,b_i_a_o_z_i_ 
,4240,B_i_a_o_子_ 
,4241,b_i_g_n_e_w_s_ 
,4242,b_i_t_c_h_ 
,4243,B_i_样_ 
,4244,B_L_O_W_J_O_B_ 
,4245,b_o_x_u_n_ 
,4246,B_样_ 
,4247,c_a_o_B_ 
,4248,c_a_o_b_i_ 
,4249,c_a_o_你_ 
,4250,c_a_o_你_妈_ 
,4251,c_a_o_你_大_爷_ 
,4252,c_h_a_你_ 
,4253,c_h_i_n_a_l_i_b_e_r_a_l_ 
,4254,c_h_i_n_a_m_z_ 
,4255,c_h_i_n_e_s_e_n_e_w_s_n_e_t_ 
,4256,C_l_o_c_k_g_e_m_s_t_o_n_e_ 
,4257,c_n_d_ 
,4258,c_r_e_a_d_e_r_s_ 
,4259,C_r_e_s_t_b_o_n_e_ 
,4260,d_a_f_a_ 
,4261,d_a_j_i_y_u_a_n_ 
,4262,d_a_m_n_ 
,4263,d_f_d_z_ 
,4264,D_I_C_K_ 
,4265,d_p_p_ 
,4266,E_V_E_N_T_ 
,4267,f_a_l_u_ 
,4268,f_a_l_u_n_ 
,4269,f_a_l_u_n_d_a_f_a_ 
,4270,f_a_轮_ 
,4271,F_e_e_l_m_i_s_t_o_n_e_ 
,4272,F_k_u_ 
,4273,F_L_G_ 
,4274,f_l_g_ 
,4275,f_r_e_e_c_h_i_n_a_ 
,4276,f_r_e_e_d_o_m_ 
,4277,f_r_e_e_n_e_t_ 
,4278,F_u_c_k_ 
,4279,f_u_c_k_ 
,4280,G_A_M_E_M_A_S_T_E_R_ 
,4281,g_a_n_你_ 
,4282,G_C_D_ 
,4283,g_c_d_ 
,4284,G_M_ 
,4285,G_r_u_e_p_i_n_ 
,4286,H_A_C_K_I_N_G_ 
,4287,h_o_n_g_z_h_i_ 
,4288,h_r_i_c_h_i_n_a_ 
,4289,h_t_t_p_ 
,4290,h_u_a_n_e_t_ 
,4291,h_y_p_e_r_m_a_r_t_._n_e_t_ 
,4292,i_n_c_e_s_t_ 
,4293,i_t_e_m_ 
,4294,J_8_ 
,4295,J_B_ 
,4296,j_i_a_n_g_d_o_n_g_r_i_j_i_ 
,4297,j_i_a_n_你_ 
,4298,j_i_a_o_c_h_u_a_n_g_ 
,4299,j_i_a_o_c_h_u_n_ 
,4300,j_i_b_a_ 
,4301,j_i_n_v_ 
,4302,J_i_女_ 
,4303,K_a_o_ 
,4304,K_I_S_S_M_Y_A_S_S_ 
,4305,l_i_h_o_n_g_z_h_i_ 
,4306,M_a_i_骚_ 
,4307,m_a_k_i_n_g_ 
,4308,m_i_n_g_h_u_i_ 
,4309,m_i_n_g_h_u_i_n_e_w_s_ 
,4310,n_a_c_b_ 
,4311,n_a_i_v_e_ 
,4312,N_e_c_k_r_o_m_a_n_c_e_r_ 
,4313,n_m_i_s_ 
,4314,p_a_p_e_r_6_4_ 
,4315,p_e_a_c_e_h_a_l_l_ 
,4316,P_E_N_I_S_ 
,4317,p_l_a_y_b_o_y_ 
,4318,p_u_s_s_y_ 
,4319,q_i_a_n_g_j_i_a_n_ 
,4320,R_a_p_e_ 
,4321,r_e_n_m_i_n_b_a_o_ 
,4322,r_e_n_m_i_n_g_b_a_o_ 
,4323,r_f_a_ 
,4324,s_a_f_e_w_e_b_ 
,4325,s_a_o_b_i_ 
,4326,s_b_ 
,4327,S_E_X_ 
,4328,s_e_x_ 
,4329,s_f_ 
,4330,S_H_I_T_ 
,4331,s_h_i_t_ 
,4332,s_i_m_p_l_e_ 
,4333,S_U_C_K_ 
,4334,s_u_c_k_e_r_ 
,4335,s_v_d_c_ 
,4336,S_y_s_t_e_m_ 
,4337,t_a_i_p_ 
,4338,T_E_S_T_ 
,4339,T_h_e_9_ 
,4340,T_h_e_9_C_i_t_y_ 
,4341,t_i_b_e_t_a_l_k_ 
,4342,T_M_D_ 
,4343,T_N_N_D_ 
,4344,t_r_i_a_n_g_l_e_ 
,4345,t_r_i_a_n_g_l_e_b_o_y_ 
,4346,T_r_i_n_g_e_l_ 
,4347,U_l_t_r_a_S_u_r_f_ 
,4348,u_n_i_x_b_o_x_ 
,4349,u_s_t_i_b_e_t_ 
,4350,v_o_a_ 
,4351,v_o_a_c_h_i_n_e_s_e_ 
,4352,w_a_n_g_c_e_ 
,4353,W_E_B_Z_E_N_ 
,4354,W_G_ 
,4355,w_s_t_a_i_j_i_ 
,4356,x_i_n_s_h_e_n_g_ 
,4357,y_u_m_i_n_g_ 
,4358,z_h_e_n_g_j_i_a_n_ 
,4359,z_h_e_n_g_j_i_a_n_w_a_n_g_ 
,4360,z_h_e_n_s_h_a_n_r_e_n_ 
,4361,z_h_u_a_n_f_a_l_u_n_A_D_M_I_N
,4362,A_I_D_S
,4363,A_I_O_R_T_墓_地
,4364,A_I_滋
,4365,A_R_Q_U_S_会_议_场
,4366,A_S_S_H_O_L_E
,4367,A_T_A_N_的_移_动_石
,4368,A_片
,4369,B_A_I_C_H_I
,4370,B_A_O_P_I
,4371,B_A_O_皮
,4372,B_A_S_T_A_R_D
,4373,B_C
,4374,B_I_A_O_Z_I
,4375,B_I_A_O_子
,4376,B_I_G_N_E_W_S
,4377,B_I_T_C_H
,4378,B_I_样
,4379,B_L_O_W_J_O_B
,4380,B_O_X_U_N
,4381,B_样
,4382,C_A_O_B
,4383,C_A_O_B_I
,4384,C_A_O_你
,4385,C_C_小_雪
,4386,C_H_A_你
,4387,C_H_I_N_A_L_I_B_E_R_A_L
,4388,C_H_I_N_A_M_Z
,4389,C_H_I_N_E_S_E_N_E_W_S_N_E_T
,4390,C_L_O_C_K_G_E_M_S_T_O_N_E
,4391,C_N_D
,4392,C_R_E_A_D_E_R_S
,4393,C_R_E_S_T_B_O_N_E
,4394,D_A_F_A
,4395,D_A_J_I_Y_U_A_N
,4396,D_A_M_N
,4397,D_F_D_Z
,4398,D_I_C_K
,4399,D_P_P
,4400,E_V_E_N_T
,4401,F_A_L_U
,4402,F_A_L_U_N
,4403,F_A_L_U_N_D_A_F_A
,4404,F_A_轮
,4405,F_E_E_L_M_I_S_T_O_N_E
,4406,F_K_U
,4407,F_L_G
,4408,F_R_E_E_C_H_I_N_A
,4409,F_R_E_E_D_O_M
,4410,F_R_E_E_N_E_T
,4411,F_U_C_K
,4412,G_A_M_E_M_A_S_T_E_R
,4413,G_A_N_你
,4414,G_C_D
,4415,G_M
,4416,G_R_U_E_P_I_N
,4417,H_A_C_K_I_N_G
,4418,H_O_N_G_Z_H_I
,4419,H_R_I_C_H_I_N_A
,4420,H_T_T_P
,4421,H_U_A_N_E_T
,4422,H_Y_P_E_R_M_A_R_T_._N_E_T
,4423,I_N_C_E_S_T
,4424,I_T_E_M
,4425,J_8
,4426,J_B
,4427,J_I_A_N_G_D_O_N_G_R_I_J_I
,4428,J_I_A_N_你
,4429,J_I_A_O_C_H_U_A_N_G
,4430,J_I_A_O_C_H_U_N
,4431,J_I_B_A
,4432,J_I_N_V
,4433,J_I_女
,4434,K_A_O
,4435,K_I_S_S_M_Y_A_S_S
,4436,㎏
,4437,L_I_H_O_N_G_Z_H_I
,4438,M_A_I_骚
,4439,M_A_K_I_N_G
,4440,M_I_N_G_H_U_I
,4441,M_I_N_G_H_U_I_N_E_W_S
,4442,㎎
,4443,㎜
,4444,N_A_C_B
,4445,N_A_I_V_E
,4446,N_E_C_K_R_O_M_A_N_C_E_R
,4447,N_M_I_S
,4448,P_A_P_E_R_6_4
,4449,P_E_A_C_E_H_A_L_L
,4450,P_E_N_I_S
,4451,P_L_A_Y_B_O_Y
,4452,P_U_S_S_Y
,4453,Q_I_A_N_G_J_I_A_N
,4454,R_A_P_E
,4455,R_E_N_M_I_N_B_A_O
,4456,R_E_N_M_I_N_G_B_A_O
,4457,R_F_A
,4458,S_A_F_E_W_E_B
,4459,S_A_O_B_I
,4460,S_B
,4461,S_E_X
,4462,S_F
,4463,S_H_I_T
,4464,S_I_M_P_L_E
,4465,S_U_C_K
,4466,S_U_C_K_E_R
,4467,S_V_D_C
,4468,S_Y_S_T_E_M
,4469,T_A_I_P
,4470,T_E_S_T
,4471,T_H_E_9
,4472,T_H_E_9_C_I_T_Y
,4473,T_I_B_E_T_A_L_K
,4474,T_M_D
,4475,T_N_N_D
,4476,T_R_I_A_N_G_L_E
,4477,T_R_I_A_N_G_L_E_B_O_Y
,4478,T_R_I_N_G_E_L
,4479,U_L_T_R_A_S_U_R_F
,4480,U_N_I_X_B_O_X
,4481,U_S_T_I_B_E_T
,4482,V_O_A
,4483,V_O_A_C_H_I_N_E_S_E
,4484,W_A_N_G_C_E
,4485,W_E_B_Z_E_N
,4486,W_G
,4487,W_S_T_A_I_J_I
,4488,W_W_W
,4489,W_W_W_.
,4490,X_I_N_S_H_E_N_G
,4491,Y_U_M_I_N_G
,4492,Z_H_E_N_G_J_I_A_N
,4493,Z_H_E_N_G_J_I_A_N_W_A_N_G
,4494,Z_H_E_N_S_H_A_N_R_E_N
,4495,Z_H_U_A_N_F_A_L_U_N
,4496,碡_ 
,4497,籀
,4498,朱_駿_ 
,4499,朱_狨_基
,4500,朱_容_基
,4501,朱_溶_剂
,4502,朱_熔_基
,4503,朱_镕_基
,4504,邾
,4505,猪_操
,4506,猪_聋_畸
,4507,猪_毛
,4508,猪_毛_1
,4509,舳
,4510,瘃
,4511,躅
,4512,翥
,4513,專_政
,4514,颛
,4515,丬
,4516,隹
,4517,窀
,4518,卓_伯_源
,4519,倬
,4520,斫
,4521,诼
,4522,髭
,4523,鲻
,4524,子_宫
,4525,秭
,4526,訾
,4527,自_焚
,4528,自_民_党
,4529,自_慰
,4530,自_已_的_故_事
,4531,自_由_民_主_论_坛
,4532,总_理
,4533,偬
,4534,诹
,4535,陬
,4536,鄹
,4537,鲰
,4538,躜
,4539,缵
,4540,作_爱
,4541,作_秀
,4542,阼
,4543,祚
,4544,做_爱
,4545,阿_扁_萬_歲
,4546,阿_萊_娜
,4547,啊_無_卵
,4548,埃_裏_克_蘇_特_勤
,4549,埃_斯_萬
,4550,艾_麗_絲
,4551,愛_滋
,4552,愛_滋_病
,4553,垵
,4554,暗_黑_法_師
,4555,嶴
,4556,奧_克_拉
,4557,奧_拉_德
,4558,奧_利_弗
,4559,奧_魯_奇
,4560,奧_倫
,4561,奧_特_蘭
,4562,㈧
,4563,巴_倫_侍_從
,4564,巴_倫_坦
,4565,白_立_樸
,4566,白_夢
,4567,白_皮_書
,4568,班_禪
,4569,寶_石_商_人
,4570,保_釣
,4571,鮑_戈
,4572,鮑_彤
,4573,鮑_伊
,4574,暴_風_亡_靈
,4575,暴_亂
,4576,暴_熱_的_戰_士
,4577,暴_躁_的_城_塔_野_獸
,4578,暴_躁_的_警_衛_兵_靈_魂
,4579,暴_躁_的_馬_杜_克
,4580,北_大_三_角_地_論_壇
,4581,北_韓
,4582,北_京_當_局
,4583,北_美_自_由_論_壇
,4584,貝_尤_爾
,4585,韝
,4586,逼_樣
,4587,比_樣
,4588,蹕
,4589,颮
,4590,鑣
,4591,婊_子_養_的_ 
,4592,賓_周
,4593,冰_後
,4594,博_訊
,4595,不_滅_帝_王
,4596,不_爽_不_要_錢
,4597,布_萊_爾
,4598,布_雷_爾
,4599,蔡_崇_國
,4600,蔡_啓_芳
,4601,黲
,4602,操_鶏
,4603,操_那_嗎_B
,4604,操_那_嗎_逼
,4605,操_那_嗎_比
,4606,操_你_媽
,4607,操_你_爺_爺
,4608,曹_長_青
,4609,曹_剛_川
,4610,草
,4611,草_你_媽
,4612,草_擬_媽
,4613,册_那_娘_餓_比
,4614,插_那_嗎_B
,4615,插_那_嗎_逼
,4616,插_那_嗎_比
,4617,插_你_媽
,4618,插_你_爺_爺
,4619,覘
,4620,蕆
,4621,囅
,4622,閶
,4623,長_官_沙_塔_特
,4624,常_勁
,4625,朝_鮮
,4626,車_侖
,4627,車_侖_女_幹
,4628,沉_睡_圖_騰
,4629,陳_炳_基
,4630,陳_博_志
,4631,陳_定_南
,4632,陳_建_銘
,4633,陳_景_俊
,4634,陳_菊
,4635,陳_軍
,4636,陳_良_宇
,4637,陳_蒙
,4638,陳_破_空
,4639,陳_水_扁
,4640,陳_唐_山
,4641,陳_希_同
,4642,陳_小_同
,4643,陳_宣_良
,4644,陳_學_聖
,4645,陳_一_諮
,4646,陳_總_統
,4647,諶
,4648,齔
,4649,櫬
,4650,讖
,4651,程_凱
,4652,程_鐵_軍
,4653,鴟
,4654,痴_鳩
,4655,痴_拈
,4656,遲_鈍_的_圖_騰
,4657,持_不_同_政_見_ 
,4658,赤_色_騎_士
,4659,赤_色_戰_士
,4660,處_女_膜
,4661,傳_染_性_病
,4662,吹_簫
,4663,春_夏_自_由_論_壇
,4664,戳_那_嗎_B
,4665,戳_那_嗎_逼
,4666,戳_那_嗎_比
,4667,輳
,4668,鹺
,4669,錯_B
,4670,錯_逼
,4671,錯_比
,4672,錯_那_嗎_B
,4673,錯_那_嗎_逼
,4674,錯_那_嗎_比
,4675,達_夫_警_衛_兵
,4676,達_夫_侍_從
,4677,達_癩
,4678,打_飛_機
,4679,大_參_考
,4680,大_東_亞
,4681,大_東_亞_共_榮
,4682,大_鶏_巴
,4683,大_紀_元
,4684,大_紀_元_新_聞_網
,4685,大_紀_園
,4686,大_家_論_壇
,4687,大_奶_媽
,4688,大_史_記
,4689,大_史_紀
,4690,大_衛_教
,4691,大_中_國_論_壇
,4692,大_中_華_論_壇
,4693,大_衆_真_人_真_事
,4694,紿
,4695,戴_維_教
,4696,戴_相_龍
,4697,彈_劾
,4698,氹
,4699,蕩_婦
,4700,導_師
,4701,盜_竊_犯
,4702,德_維_爾
,4703,登_輝
,4704,鄧_笑_貧
,4705,糴
,4706,迪_裏_夏_提
,4707,覿
,4708,地_下_教_會
,4709,帝_國_主_義
,4710,電_視_流_氓
,4711,叼_你_媽
,4712,釣_魚_島
,4713,丁_關_根
,4714,東_北_獨_立
,4715,東_部_地_下_水_路
,4716,東_方_紅_時_空
,4717,東_方_時_空
,4718,東_南_西_北_論_談
,4719,東_社
,4720,東_升
,4721,東_條
,4722,東_條_英_機
,4723,東_突_暴_動
,4724,東_突_獨_立
,4725,東_土_耳_其_斯_坦
,4726,東_西_南_北_論_壇
,4727,東_亞
,4728,東_院_看_守
,4729,動_亂
,4730,鬥_士_哈_夫_拉_蘇
,4731,鬥_士_霍_克
,4732,獨_裁
,4733,獨_裁_政_治
,4734,獨_夫
,4735,獨_立_臺_灣_會
,4736,俄_國_ 
,4737,鮞
,4738,㈡
,4739,發_楞
,4740,發_掄
,4741,發_掄_功
,4742,發_倫
,4743,發_倫_功
,4744,發_輪
,4745,發_論
,4746,發_論_公
,4747,發_論_功
,4748,發_騷
,4749,發_正_念
,4750,法_~_倫
,4751,法_~_淪
,4752,法_~_綸
,4753,法_~_輪
,4754,法_~_論
,4755,法_爾_卡
,4756,法_掄
,4757,法_掄_功
,4758,法_侖
,4759,法_淪
,4760,法_綸
,4761,法_輪_大_法
,4762,法_輪_功
,4763,法_十_輪_十_功
,4764,法_謫
,4765,法_謫_功
,4766,反_封_鎖
,4767,反_封_鎖_技_術
,4768,反_腐_敗_論_壇
,4769,反_人_類
,4770,反_社_會
,4771,方_勵_之
,4772,防_衛_指_揮_官
,4773,放_蕩
,4774,飛_揚_論_壇
,4775,廢_墟_守_護_者
,4776,費_鴻_泰
,4777,費_良_勇
,4778,分_隊_長_施_蒂_文
,4779,粉_飾_太_平
,4780,糞_便
,4781,鱝
,4782,豐_饒_的_果_實
,4783,風_雨_神_州
,4784,風_雨_神_州_論_壇
,4785,封_從_德
,4786,封_殺
,4787,封_印_的_靈_魂_騎_士
,4788,馮_東_海
,4789,馮_素_英
,4790,紱
,4791,襆
,4792,嘸_ 
,4793,傅_作_義
,4794,幹_b_i
,4795,幹_逼
,4796,幹_比
,4797,幹_的_你
,4798,幹_幹_幹
,4799,幹_她
,4800,幹_你
,4801,幹_你_老_比
,4802,幹_你_老_母
,4803,幹_你_娘
,4804,幹_全_家
,4805,幹_死
,4806,幹_死_你
,4807,幹_他
,4808,幹_一_家
,4809,趕_你_娘
,4810,岡_巒
,4811,剛_比
,4812,剛_比_樣_子
,4813,崗_哨_士_兵
,4814,肛_門
,4815,高_麗_棒_子
,4816,高_文_謙
,4817,高_薪_養_廉
,4818,高_自_聯
,4819,膏_藥_旗
,4820,戈_瑞_爾_德
,4821,戈_揚
,4822,鴿_派
,4823,歌_功_頌_德
,4824,格_雷_(_關_卡_排_名_管_理_者_)
,4825,格_魯
,4826,格_魯_(_城_鎮_移_動_)
,4827,鯁
,4828,工_自_聯
,4829,弓_雖
,4830,共_産
,4831,共_産_黨
,4832,共_産_主_義
,4833,共_黨
,4834,共_軍
,4835,共_榮_圈
,4836,緱
,4837,狗_誠
,4838,狗_狼_養_的
,4839,狗_娘_養_的
,4840,狗_養
,4841,狗_雜_種
,4842,覯
,4843,轂
,4844,古_龍_祭_壇
,4845,骨_獅
,4846,鯝
,4847,鴰
,4848,詿
,4849,關_卓_中
,4850,貫_通_兩_極_法
,4851,廣_聞
,4852,嬀
,4853,龜_兒_子
,4854,龜_公
,4855,龜_孫_子
,4856,龜_頭
,4857,龜_投
,4858,劌
,4859,緄
,4860,滾_那_嗎
,4861,滾_那_嗎_B
,4862,滾_那_嗎_錯_比
,4863,滾_那_嗎_老_比
,4864,滾_那_嗎_瘟_比
,4865,鯀
,4866,咼
,4867,郭_俊_銘
,4868,郭_羅_基
,4869,郭_岩_華
,4870,國_家_安_全
,4871,國_家_機_密
,4872,國_軍
,4873,國_賊
,4874,哈_爾_羅_尼
,4875,頇
,4876,韓_東_方
,4877,韓_聯_潮
,4878,韓_正
,4879,漢_奸
,4880,顥
,4881,灝
,4882,河_殤
,4883,賀_國_强
,4884,賀_龍
,4885,黑_社_會
,4886,黑_手_黨
,4887,紅_燈_區
,4888,紅_色_恐_怖
,4889,紅_炎_猛_獸
,4890,洪_傳
,4891,洪_興
,4892,洪_哲_勝
,4893,黌
,4894,鱟
,4895,胡_緊_掏
,4896,胡_錦_滔
,4897,胡_錦_淘
,4898,胡_景_濤
,4899,胡_喬_木
,4900,胡_總_書_記
,4901,湖_岸_護_衛_兵
,4902,湖_岸_警_衛_兵
,4903,湖_岸_哨_兵_隊_長
,4904,護_法
,4905,鸌
,4906,華_建_敏
,4907,華_通_時_事_論_壇
,4908,華_夏_文_摘
,4909,華_語_世_界_論_壇
,4910,華_岳_時_事_論_壇
,4911,懷_特
,4912,鍰
,4913,皇_軍
,4914,黃_伯_源
,4915,黃_慈_萍
,4916,黃_禍
,4917,黃_劍_輝
,4918,黃_金_幼_龍
,4919,黃_菊
,4920,黃_片
,4921,黃_翔
,4922,黃_義_交
,4923,黃_仲_生
,4924,回_民_暴_動
,4925,噦
,4926,繢
,4927,毀_滅_步_兵
,4928,毀_滅_騎_士
,4929,毀_滅_射_手
,4930,昏_迷_圖_騰
,4931,混_亂_的_圖_騰
,4932,鍃
,4933,活_動_ 
,4934,擊_倒_圖_騰
,4935,擊_傷_的_圖_騰
,4936,鶏_8
,4937,鶏_八
,4938,鶏_巴
,4939,鶏_吧
,4940,鶏_鶏
,4941,鶏_奸
,4942,鶏_毛_信_文_匯
,4943,鶏_女
,4944,鶏_院
,4945,姬_勝_德
,4946,積_克_館
,4947,賫
,4948,鱭
,4949,賈_廷_安
,4950,賈_育_台
,4951,戔
,4952,監_視_塔
,4953,監_視_塔_哨_兵
,4954,監_視_塔_哨_兵_隊_長
,4955,鰹
,4956,韉
,4957,簡_肇_棟
,4958,建_國_黨
,4959,賤_B
,4960,賤_b_i
,4961,賤_逼
,4962,賤_比
,4963,賤_貨
,4964,賤_人
,4965,賤_種
,4966,江_八_點
,4967,江_羅
,4968,江_綿_恒
,4969,江_戲_子
,4970,江_則_民
,4971,江_澤_慧
,4972,江_賊
,4973,江_賊_民
,4974,薑_春_雲
,4975,將_則_民
,4976,僵_賊
,4977,僵_賊_民
,4978,講_法
,4979,蔣_介_石
,4980,蔣_中_正
,4981,降_低_命_中_的_圖_騰
,4982,醬_猪_媳
,4983,撟
,4984,狡_猾_的_達_夫
,4985,矯_健_的_馬_努_爾
,4986,嶠
,4987,教_養_院
,4988,癤
,4989,揭_批_書
,4990,訐
,4991,她_媽
,4992,届_中_央_政_治_局_委_員
,4993,金_槍_不_倒_ 
,4994,金_堯_如
,4995,金_澤_辰
,4996,巹
,4997,錦_濤
,4998,經_文
,4999,經_血
,5000,莖_候_佳_陰
,5001,荊_棘_護_衛_兵_ 
,5002,靖_國_神_社
,5003,㈨
,5004,舊_斗_篷_哨_兵
,5005,齟
,5006,巨_槌_騎_兵
,5007,巨_鐵_角_哈_克
,5008,鋸_齒_通_道_被_遺_弃_的_骷_髏
,5009,鋸_齒_通_道_骷_髏
,5010,屨
,5011,棬
,5012,絕_望_之_地
,5013,譎
,5014,軍_妓
,5015,開_苞
,5016,開_放_雜_志
,5017,凱_奧_勒_尼_什
,5018,凱_爾_本
,5019,凱_爾_雷_斯
,5020,凱_特_切_爾
,5021,砍_翻_一_條_街
,5022,看_中_國
,5023,闞
,5024,靠_你_媽
,5025,柯_賜_海
,5026,柯_建_銘
,5027,科_萊_爾
,5028,克_萊_恩
,5029,克_萊_特
,5030,克_勞_森
,5031,客_戶_服_務
,5032,緙
,5033,空_氣_精_靈
,5034,空_虛_的_伊_坤
,5035,空_虛_之_地
,5036,恐_怖_主_義
,5037,瞘
,5038,嚳
,5039,鄺_錦_文
,5040,貺
,5041,昆_圖
,5042,拉_姆_斯_菲_爾_德
,5043,拉_皮_條
,5044,萊_特
,5045,賴_士_葆
,5046,蘭_迪
,5047,爛_B
,5048,爛_逼
,5049,爛_比
,5050,爛_袋
,5051,爛_貨
,5052,濫_B
,5053,濫_逼
,5054,濫_比
,5055,濫_貨
,5056,濫_交
,5057,勞_動_教_養_所
,5058,勞_改
,5059,勞_教
,5060,鰳
,5061,雷_尼_亞
,5062,誄
,5063,李_紅_痔
,5064,李_洪_寬
,5065,李_繼_耐
,5066,李_蘭_菊
,5067,李_老_師
,5068,李_錄
,5069,李_祿
,5070,李_慶_安
,5071,李_慶_華
,5072,李_淑_嫻
,5073,李_鐵_映
,5074,李_旺_陽
,5075,李_小_鵬
,5076,李_月_月_鳥
,5077,李_志_綏
,5078,李_總_理
,5079,李_總_統
,5080,裏_菲_斯
,5081,鱧
,5082,轢
,5083,躒
,5084,奩
,5085,連_方_瑀
,5086,連_惠_心
,5087,連_勝_德
,5088,連_勝_文
,5089,連_戰
,5090,聯_總
,5091,廉_政_大_論_壇
,5092,煉_功
,5093,兩_岸_關_係
,5094,兩_岸_三_地_論_壇
,5095,兩_個_中_國
,5096,兩_會
,5097,兩_會_報_道
,5098,兩_會_新_聞
,5099,廖_錫_龍_ 
,5100,林_保_華
,5101,林_長_盛
,5102,林_佳_龍
,5103,林_信_義
,5104,林_正_勝
,5105,林_重_謨
,5106,躪
,5107,淩_鋒
,5108,劉_賓_深
,5109,劉_賓_雁
,5110,劉_剛
,5111,劉_國_凱
,5112,劉_華_清
,5113,劉_俊_國
,5114,劉_凱_中
,5115,劉_千_石
,5116,劉_青
,5117,劉_山_青
,5118,劉_士_賢
,5119,劉_文_勝
,5120,劉_文_雄
,5121,劉_曉_波
,5122,劉_曉_竹
,5123,劉_永_川
,5124,㈥
,5125,鷚
,5126,龍_虎_豹
,5127,龍_火_之_心
,5128,盧_卡
,5129,盧_西_德
,5130,陸_委_會
,5131,輅
,5132,呂_京_花
,5133,呂_秀_蓮
,5134,亂_交
,5135,亂_倫
,5136,亂_輪
,5137,鋝
,5138,掄_功
,5139,倫_功
,5140,輪_大
,5141,輪_功
,5142,輪_奸
,5143,論_壇_管_理_員
,5144,羅_福_助
,5145,羅_幹
,5146,羅_禮_詩
,5147,羅_文_嘉
,5148,羅_志_明
,5149,腡
,5150,濼
,5151,洛_克_菲_爾_特
,5152,媽_B
,5153,媽_比
,5154,媽_的
,5155,媽_批
,5156,馬_大_維
,5157,馬_克_思
,5158,馬_良_駿
,5159,馬_三_家
,5160,馬_時_敏
,5161,馬_特_斯
,5162,馬_英_九
,5163,馬_永_成
,5164,瑪_麗_亞
,5165,瑪_雅
,5166,嗎_的
,5167,嗎_啡
,5168,勱
,5169,麥_克_斯
,5170,賣_逼
,5171,賣_比
,5172,賣_國
,5173,賣_騷
,5174,賣_淫
,5175,瞞_報
,5176,毛_厠_洞
,5177,毛_賊
,5178,毛_賊_東
,5179,美_國
,5180,美_國_參_考
,5181,美_國_佬
,5182,美_國_之_音
,5183,蒙_獨
,5184,蒙_古_達_子
,5185,蒙_古_獨
,5186,蒙_古_獨_立
,5187,禰
,5188,羋
,5189,綿_恒
,5190,黽
,5191,民_國
,5192,民_進_黨
,5193,民_聯
,5194,民_意_論_壇
,5195,民_陣
,5196,民_主_墻
,5197,緡
,5198,湣
,5199,鰵
,5200,摸_你_鶏_巴
,5201,莫_偉_强
,5202,木_子_論_壇
,5203,內_褲
,5204,內_衣
,5205,那_嗎_B
,5206,那_嗎_逼
,5207,那_嗎_錯_比
,5208,那_嗎_老_比
,5209,那_嗎_瘟_比
,5210,那_娘_錯_比
,5211,納_粹
,5212,奶_頭
,5213,南_大_自_由_論_壇
,5214,南_蠻_子
,5215,鬧_事
,5216,能_樣
,5217,尼_奧_夫
,5218,倪_育_賢
,5219,鯢
,5220,你_媽
,5221,你_媽_逼
,5222,你_媽_比
,5223,你_媽_的
,5224,你_媽_了_妹
,5225,你_說_我_說_論_壇
,5226,你_爺_ 
,5227,娘_餓_比
,5228,捏_你_鶏_巴
,5229,儂_著_岡_巒
,5230,儂_著_卵_拋
,5231,奴_隸_魔_族_士_兵
,5232,女_幹
,5233,女_主_人_羅_姬_馬_莉
,5234,儺
,5235,諾_姆
,5236,潘_國_平
,5237,蹣_ 
,5238,龐_建_國
,5239,泡_沫_經_濟
,5240,轡
,5241,噴_你
,5242,皮_條_客
,5243,羆
,5244,諞
,5245,潑_婦_ 
,5246,齊_墨
,5247,齊_諾
,5248,騎_你
,5249,磧
,5250,僉
,5251,鈐
,5252,錢_達
,5253,錢_國_梁
,5254,錢_其_琛
,5255,膁
,5256,槧
,5257,錆
,5258,繰
,5259,喬_石
,5260,喬_伊
,5261,橋_侵_襲_兵
,5262,譙
,5263,鞽
,5264,篋
,5265,親_美
,5266,親_民_黨
,5267,親_日
,5268,欽_本_立
,5269,禽_獸
,5270,唚
,5271,輕_舟_快_訊
,5272,情_婦
,5273,情_獸
,5274,檾
,5275,慶_紅
,5276,丘_垂_貞
,5277,詘
,5278,去_你_媽_的
,5279,闃
,5280,全_國_兩_會
,5281,全_國_人_大
,5282,犬
,5283,綣
,5284,瘸_腿_幫
,5285,愨
,5286,讓_你_操
,5287,熱_比_婭
,5288,熱_站_政_論_網
,5289,人_民_報
,5290,人_民_大_會_堂
,5291,人_民_內_情_真_相
,5292,人_民_真_實
,5293,人_民_之_聲_論_壇
,5294,人_權
,5295,日_本_帝_國
,5296,日_軍
,5297,日_內_瓦_金_融
,5298,日_你_媽
,5299,日_你_爺_爺
,5300,日_朱_駿
,5301,顬
,5302,乳_頭
,5303,乳_暈
