,required,required,optional,required,required,required,required,optional,required,repeated,repeated,required,repeated,required,repeated,required
,1000132,亡魂死徒,0,0,1,3,1,38,1000132,1011,5200101;5200102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000133,亡魂死士,0,0,1,3,1,38,1000133,1011,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,1000134,黑骑士佩兰,0,1,1,3,1,40,1000134,1011,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,1000135,狮心魔骑巴兹,0,2,1,3,1,40,1000135,1011,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
,1000136,野蛮孤狼,0,0,1,1,1,38,1000136,1021,1002301;1002302,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000137,狼爵士普洛,0,1,1,1,1,40,1000137,1021,1002601;1002602;1002603,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000138,魔尾蝎,0,0,1,2,1,38,1000138,1021,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,1000139,魔蝎王艾德,0,2,1,2,1,40,1000139,1021,1002701;1002702;1002703,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
,1000140,贪婪,0,2,1,6,1,42,1000140,,1003101;1003102;1003103;1003110;1003111;1003112,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
,1000143,沙河虫,0,0,1,2,1,33,1000143,1041,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,1000144,吞骨沙虫,0,0,1,2,1,33,1000144,1031,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,1000145,毒尾蝎,0,0,1,2,1,34,1000145,1061,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,1000146,沙原魔蝎斯科恩,0,2,1,2,1,35,1000146,1341,1002701;1002702;1002703,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
采矿工兵,1000147,地下矿工,0,0,1,4,1,37,1000147,1101,1004601;1004602,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
采矿工兵,1000148,地下矿工,0,0,1,4,1,37,1000148,1101,1004601;1004602,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
矮巨人钢锤,1000149,矮巨人钢锤,0,1,1,4,1,38,1000149,1141,800001;800002;800003,"0,1,2;1,2,0,2",0,"0,1,2;1,2,0,2",0,0
檐鬼,1000151,檐鬼,0,2,1,6,2,39,1000151,10630;10631,10601;10602;10603;10604;10605;10606;10607,"0,2,3,5,5,5,5,6",0,"1,2,4,5,5,5,5;0,2,3,5,5,5,5,6",0,0
巫隗,1000153,巫傀,0,0,2,6,2,31,1000153,1031,1005801;1005802,"0,0,1",0,"0,0,1",0,0
女巫菲梅,1000154,女巫菲梅,0,2,2,6,1,32,1000154,1031,1005401;1005402;1005403,"0,1,2",0,"0,1,2",0,0
,1000155,夜崎隐,0,0,1,6,1,99,1000155,,10701;10702;10703;10704;10705;10706;10707,"6,6",0,"6,6",0,0
,1000156,丛林开膛手,0,0,1,2,1,38,1000156,1051,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000157,鹿角兽,0,0,1,1,1,38,1000157,1141,1003401;1003402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000158,森林熊,0,1,1,1,1,38,1000158,1091,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
,1000159,加希诺,0,0,1,4,1,39,1000159,1141,1004601;1004602,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000160,枯叶蜂王,0,1,1,2,1,39,1000160,1051;1301,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
玫瑰团追随者,1000166,强盗艾莉,101,0,1,4,1,7,1000166,1011,1000301;1000302,"0,0,1",0,"0,0,1",0,0
玫瑰团流浪者,1000167,强盗瑞秋,101,0,1,4,1,7,1000167,1011,1000101;1000102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
黑色蔷薇费玛,1000168,强盗头目巴娜,301,2,1,4,1,10,1000168,1101,1002101;1002102;1002103,"0,1,2;0,1,0,2",0,"0,1,2;0,1,0,2",0,0
血色荆棘贝拉,1000169,强盗丽丽丝,201,2,1,4,1,10,1000169,1331,1002201;1002202;1002203,"0,1,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000170,巨刃鹿角兽,201,1,1,1,1,17,1000170,,1003401;1003402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000171,鹿角兽士兵,101,0,1,1,1,15,1000171,,1000601;1000602,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000172,鹿角兽士兵,101,0,1,1,1,15,1000172,,1000601;1000602,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000173,食魂鹿角兽,201,1,1,1,1,17,1000173,,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000174,鹿角兽酋长,301,2,1,1,1,20,1000174,,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000175,叛军统领,0,1,1,4,1,36,1000175,1101,1005001;1005002,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000176,叛军守卫,0,0,1,4,1,35,1000176,1101,1004801;1004802,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000177,默希娅,0,2,2,6,1,37,1000177,1211,1003701;1003702;1003703;1003704,"0,1,2,3;1,0,2,1",0,"3,1,2;1,0,2;1,0,2;2,0,1,3;1,0,2",0,0
,1000178,不死丧尸,104,0,1,3,1,15,1000178,,1001901;1001902,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000179,熔岩丧尸,104,0,1,3,1,15,1000179,,1004501;1004502,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000180,失心丧尸,204,0,1,3,1,16,1000180,,1001301;1001302;1001303,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
幻阵之魂·冰,1000182,幻阵之魂·冰,202,0,1,3,1,14,1000182,1241,5200101;5200102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
幻阵之魂·火,1000183,幻阵之魂·火,202,0,1,3,1,14,1000183,1231,5200101;5200102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
幻阵之魂·光,1000184,幻阵之魂·光,202,0,1,3,1,14,1000184,1261,5200101;5200102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
幻阵之魂·暗,1000185,幻阵之魂·暗,202,0,1,3,1,14,1000185,1251,5200101;5200102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
亡魂死徒,1000186,亡魂死徒,102,0,1,3,1,13,1000186,1141,5200101;5200102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
亡魂死士,1000187,亡魂死士,101,0,1,3,1,13,1000187,,5200201;5200202,"0,0,1",0,"0,0,1",0,0
黑骑士迪亚,1000188,黑骑士迪亚,201,0,1,3,1,13,1000188,,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
狮心魔骑贝恩,1000189,狮心魔骑贝恩,301,0,1,3,1,13,1000189,,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
诺尔,1000190,黑魔巫师,0,2,1,6,1,15,1000190,,5201001;5201002;5201003,"2,0,1,2",0,"2,1,0,2;0,1,2",0,0
武装哥布林,1000192,武装哥布林,101,0,1,5,1,10,10029,,1002901;1002902;1002903,"0,1,2;1,0,1",0,"1,0,1;0,1,2;1,0,1;1,0,1;2,0,1;1,0,1",0,0
发疯的哥布林,1000193,伪装哥布林,101,0,1,5,1,10,1001014,3004,1000701;1000702,"0,0,1",0,"0,0,1",0,0
猩红魔箱,1000194,猩红魔箱,203,0,1,6,1,12,10009,,1000901;1000902,"0,0,1",0,"0,0,1",0,0
食人魔佣兵,1000195,食人魔佣兵,101,1,1,1,1,10,1001017,,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
BOSS哈扎特,1000196,哈扎克,301,2,1,5,1,10,10005,,1000501;1000502,"0,1,1",0,"0,1;0,1,1",0,0
偷袭怪白狼1,1000197,偷袭怪白狼,101,0,1,1,1,0,10044,1011,1004401;1004402,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
野蛮孤狼1,1000198,野蛮孤狼,102,0,1,1,1,5,10023,1011;1121,1002301;1002302,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
野蛮孤狼2,1000199,野蛮孤狼,102,0,1,1,1,5,10023,1011;1121,1002301;1002302,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
白眼独狼,1000200,白眼独狼,201,1,1,1,1,6,10044,1011;1141,1004401;1004402,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
偷袭怪狼人2,1000201,野蛮孤狼,101,0,1,1,1,5,10023,1011,1002301;1002302,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
BOSS狼王,1000202,碎魂狼王乌迪尔,301,2,1,1,1,7,10026,1011;1121,1002601;1002602;1002603,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
武装狼人,1000203,苍白獠牙塞特,101,1,1,1,1,0,1000203,1111;1151,1002601;1002602;1002603,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
部落精英战士,1000204,巨斧屠夫曼达,203,1,1,4,1,0,1000204,1101,1000201;1000202,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
绝世舞姬,1000205,刃牙姬希莉恩,201,1,1,4,1,0,1000205,1031,1002201;1002202;1002203,"0,1,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
要塞守卫官,1000206,锤卫先锋马哈德,203,1,1,4,1,0,1000206,1101,1004801;1004802,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
锤子团首领,1000207,锤卫战将贾布尔,203,1,1,4,1,0,1000207,1101,1005001;1005002,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
沙漠巨人,1000208,灰岩巨灵托卜,101,1,1,5,1,0,1000208,,1005201;1005202;1005203,"0,1,2",0,"0,1,0,1;2,0,1;0,1,0,1;0,1,2",0,0
枯叶蜂蜂王,1000209,血叶蜂后菲莉恩,203,1,1,2,1,0,1000209,1051,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
黑色荆棘,1000210,黑荆棘伊瓦莉娅,201,1,1,4,1,0,1000210,,1002101;1002102;1002103,"0,1,2;0,1,0,2",0,"0,1,2;0,1,0,2",0,0
暗黑战魂,1000211,游魂狂战奥克兰,201,1,1,3,1,0,1000211,1131,5200801;5200802;5200803,"0,1;0,0,2",0,"0,1;0,0,2;0,1;0,1,2,2;0",0,0
嗜血战魂,1000212,游魂战将古拉特,301,1,1,3,1,0,1000212,,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
部落战士,1000213,丛林偷猎者,103,0,1,4,1,0,1000213,1101,1000201;1000202,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
女巫仆从,1000215,妖灵女仆,102,0,1,6,2,0,1000215,1031,1005801;1005802,"0,0,1",0,"0,0,1",0,0
卡司族阿噗,1000216,灰狐族卫,101,0,1,5,1,0,1000216,,1004101;1004102,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
草原蝎子,1000217,毒尾蝎,101,0,1,2,1,0,1000217,,1001001;1001002,"1,0,1",0,"1,0,1",0,0
民工鹿角兽,1000218,猎战鹿角兽,101,0,1,1,1,1,1000218,,1002701;1002702;1002703,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
枯叶工蜂,1000219,赤叶蜂,103,0,1,2,1,0,1000219,1051,1004301;1004302,"0,0,1",0,"0,1,0,1;0,0,1",0,0
萤火熊,1000220,蓝晶熊,101,0,1,1,1,0,1000220,,1004901;1004902,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
A型感染者,1000221,异刃丧尸,104,0,1,3,1,0,1000221,,1001901;1001902,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
受惊的僵尸,1000222,诡焰尸人,104,0,1,3,1,0,1000222,,1004501;1004502,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
僵尸妈妈,1000223,幽刃丧尸,104,0,1,3,1,0,1000223,,1004001;1004002,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
战魂之殇,1000224,游魂重甲卫,101,0,1,3,1,0,1000224,,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,1000225,矮巨人王黎恩特,203,1,1,4,1,1,1000225,1141,800001;800002;800003,"0,1,2;1,2,0,2",0,"0,1,2;1,2,0,2",0,0
,1000226,矿卫矮巨人,103,0,1,4,1,1,1000226,1141,1004801;1004802,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
魔导箱守卫萨泽,1000228,魔导箱守卫萨泽,0,1,1,5,1,13,1000228,1111,1000501;1000502,"0,1,1",0,"0,1;0,1,1",0,0
魔导箱守卫波尔,1000229,魔导箱守卫波尔,0,1,1,4,1,15,1000229,1101,1000201;1000202,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
魔导箱守卫普坦,1000230,魔导箱守卫普坦,0,1,1,1,1,22,1000230,1111,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
,1000232,叛军统领哈乌利,303,0,1,4,1,38,1000232,1101,1005001;1005002,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000233,叛军守卫,203,0,1,4,1,35,1000233,1101,1004801;1004802,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000234,沙河虫,102,0,1,2,1,32,1000234,,1005601;1005602,"0,0,1",0,"0,0,1",0,0
,1000235,吞骨沙虫,101,0,1,2,1,32,1000235,,1005501;1005502,"0,0,1",0,"0,0,1",0,0
,1000236,毒尾蝎,201,0,1,2,1,32,1000236,1061,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,1000237,沙原魔蝎斯科恩,201,2,1,2,1,34,1000237,1061;1021,1002701;1002702;1002703,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
,1000238,地下矿工,102,0,1,4,1,0,1000238,,1004601;1004602,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000239,矮巨人铁盾,202,1,1,4,1,0,1000239,1141,500101;500102,"0,0,1",0,"0,0,1",0,0
,1000240,矮巨人铁盾,202,1,1,4,1,0,1000240,1141,500101;500102,"0,0,1",0,"0,0,1",0,0
,1000241,矮巨人钢锤,302,2,1,4,1,0,1000241,1141,800001;800002;800003,"0,1,2;1,2,0,2",0,"0,1,2;1,2,0,2",0,0
,1000242,虎斑蜂,103,0,1,2,1,0,1000242,,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000243,玫瑰团追随者,101,0,1,4,1,0,10003,,1000301;1000302,"0,0,1",0,"0,0,1",0,0
扭曲不死者,1000247,扭曲不死者,0,0,1,3,1,39,1000247,,1004501;1004502,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
糜烂不死者,1000248,糜烂不死者,0,0,1,3,1,40,1000248,,1004001;1004002,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
腐灼不死者,1000249,腐灼不死者,0,0,1,3,1,40,1000249,,1001901;1001902,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
魅魔,1000250,魅魔修狄斯,0,2,1,6,1,41,1000250,1031,1005701;1005702;1005703;1005704,"2,3;0,1,2",0,"0,1,2;0,1;2,3",0,0
扭曲不死者,1000251,扭曲不死者,0,0,1,3,1,39,1000251,,1004501;1004502,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
糜烂不死者,1000252,糜烂不死者,0,0,1,3,1,40,1000252,,1004001;1004002,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
腐灼不死者,1000253,腐灼不死者,0,0,1,3,1,40,1000253,,1001901;1001902,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
荆棘花妖,1000255,荆棘花妖,0,0,1,5,2,43,1000255,1301;1051,500001;500002,"0,0,1",0,"0,0,1",0,0
精灵族剑士,1000256,精灵族剑士,0,0,1,5,1,43,1000256,1141;1071,1000101;1000102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
精灵族射手,1000257,精灵族射手,0,0,1,5,1,43,1000257,1141;1071,1000301;1000302,"0,0,1",0,"0,0,1",0,0
魅魔修狄斯,1000258,魅魔修狄斯,0,0,1,6,2,44,1000258,1031,1005701;1005702;1005703;1005704,"2,3;0,1,2",0,"0,1,2;0,1;2,3",0,0
恶魔修帝,1000259,恶魔修帝,0,1,1,6,2,44,1000259,1071;1091,900201;900202;900203;900204,"0,1,2,3;1,0,2,1,3",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
蜘蛛女王艾达,1000260,蜘蛛女王艾达,0,2,2,6,1,45,1000260,1071;1211,900301;900302;900303;900304,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
魔导箱守卫伊登,1000261,魔导箱守卫伊登,0,1,1,2,1,0,1000261,1061;1021,1002701;1002702;1002703,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
魔导箱守卫哈伦,1000262,魔导箱守卫哈伦,0,1,1,1,1,0,1000262,1111,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
魔导箱守卫科克,1000263,魔导箱守卫科克,0,1,1,5,1,0,1000263,1111;1011,1001401;1001402;1001403,"0,1,2",0,"0,1,0,1;2,0,1;0,1,0,1;0,1,2",0,0
,1000264,扭曲不死者,0,0,1,3,1,0,1000264,,1004501;1004502,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000265,糜烂不死者,0,0,1,3,1,0,1000265,,1004001;1004002,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000266,腐灼不死者,0,0,1,3,1,0,1000266,,1001901;1001902,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000267,不死者尼普,0,2,1,3,1,0,1000267,1031,1001301;1001302;1001303,"0,1,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000268,扭曲不死者,0,0,1,3,1,0,1000268,,1004501;1004502,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000269,糜烂不死者,0,0,1,3,1,0,1000269,,1004001;1004002,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000270,腐灼不死者,0,0,1,3,1,0,1000270,,1001901;1001902,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
双枪毒蝎,1000271,双枪毒蝎,0,0,1,2,1,43,1000271,1011;1311,1001001;1001002,"1,0,1",0,"1,0,1",0,0
荆棘花妖,1000272,荆棘花妖,0,0,1,5,2,0,1000272,,500001;500002,"0,0,1",0,"0,0,1",0,0
精灵族剑士,1000273,精灵族剑士,0,0,1,4,1,0,1000273,,1000101;1000102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
精灵族射手,1000274,精灵族射手,0,0,1,4,1,0,1000274,,1000301;1000302,"0,0,1",0,"0,0,1",0,0
魅魔修狄斯,1000275,魅魔修狄斯,0,0,1,4,1,0,1000275,1031,1002201;1002202;1002203,"0,1,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
石像鬼塔比瑟,1000276,石像鬼塔比瑟,0,1,1,6,1,0,1000276,1141,5201001;5201002;5201003,"2,0,1,2",0,"2,1,0,2;0,1,2",0,0
双枪毒蝎,1000277,双枪毒蝎,0,0,1,2,1,0,1000277,,1001001;1001002,"1,0,1",0,"1,0,1",0,0
蜘蛛女王艾达,1000278,蜘蛛女王艾达,0,2,1,6,1,0,1000278,,1003101;1003102;1003103;1003110;1003111;1003112,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
,1000279,黑荆棘伊瓦莉娅,201,1,1,4,1,0,1000279,,1002101;1002102;1002103,"0,1,2;0,1,0,2",0,"0,1,2;0,1,0,2",0,0
,1000280,血叶蜂后菲莉恩,203,1,1,2,1,0,1000280,1051,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000281,死灵法师桑德士,204,1,1,3,1,0,1000281,,1001301;1001302;1001303,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000282,巨斧屠夫曼达,203,1,1,4,1,0,1000282,1101,1000201;1000202,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000283,苍白獠牙塞特,101,1,1,1,1,0,1000283,1111;1151,1002601;1002602;1002603,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000284,刃牙姬希莉恩,201,1,1,4,1,0,1000284,1031,1002201;1002202;1002203,"0,1,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000285,隐叶猎手,101,0,1,5,1,0,1000285,,1003801;1003802,"0,1,0,1,0;1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000286,巨骨熊,101,0,1,1,1,0,1000286,1111,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
,1000287,游魂先锋军,102,0,1,3,1,0,1000287,,5200101;5200102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000289,疯狂哥布林,0,0,1,5,1,19,1000289,,1000701;1000702,"0,0,1",0,"0,0,1",0,0
发疯哥布林,1000290,发疯哥布林,0,0,1,5,1,19,1000290,3004,1000701;1000702,"0,0,1",0,"0,0,1",0,0
食人魔佣兵,1000292,食人魔佣兵,0,1,1,1,1,20,1000292,,1001201;1001202;1001203,"0,1,0;0,2,1,0",0,"0,1,0;1,2,1,0;0,0,1",0,0
偷袭白狼,1000293,偷袭白狼,0,0,1,1,1,5,1000127,1011;1141,1004401;1004402,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000294,神秘兽,0,0,1,5,1,5,1000111,1011;1121,1005301;1005302,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
白眼独狼,1000295,白眼独狼,0,1,1,1,1,6,1000127,1011,1004401;1004402,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
碎魂狼王,1000296,碎魂狼王,0,2,1,1,1,7,1000113,1011;1121,1002601;1002602;1002603,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000297,蓝晶熊,0,0,1,1,1,5,1000297,1011;1121,1004901;1004902,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,1000298,黑暗法师,0,2,1,6,1,26,1000298,,5201001;5201002;5201003,"2,0,1,2",0,"2,1,0,2;0,1,2",0,0
,1000299,魅魔,0,2,1,6,1,26,1000299,,1005701;1005702;1005703;1005704,"2,3;0,1,2",0,"0,1,2;0,1;2,3",0,0
,1000300,恶魔修帝,0,2,1,6,1,26,1000300,,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1000301,亡魂死徒,0,0,1,3,1,24,1000301,1141,5200101;5200102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000302,鹿角兽,0,0,1,1,1,24,1000302,1101,1000601;1000602,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000303,亡魂死士,0,0,1,3,1,24,1000303,1141,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,1000304,巨刃鹿角兽,0,0,1,1,1,25,1000304,1141,1003401;1003402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000305,狂化阿噗,0,1,1,6,1,26,1000305,1021,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
,1000306,亡魂死徒,0,0,1,3,1,24,1000306,1141,5200101;5200102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000307,亡魂死士,0,0,1,3,1,24,1000307,1141,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,1000308,黑骑士佩兰,0,1,1,3,1,24,1000308,,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,1000309,鹿角兽,0,0,1,1,1,24,1000309,1151,1000601;1000602,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000310,巨刃鹿角兽,0,0,1,1,1,25,1000310,1151,1003401;1003402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000311,鹿角男爵尤克,0,1,1,1,1,26,1000311,1141,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
