,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,60131,158,"5,5,5",0,8,银母矿石,0,0,1,0,0,,"0,2,0"
,60132,158,"4,4,4",0,8,银母矿石,0,0,1,0,0,,"0,2,0"
,60133,158,,0,8,银母矿石,0,0,1,0,0,,"0,2,0"
,60134,158,,0,8,银母矿石,0,0,1,0,0,,"0,2,0"
,60135,158,"6,6,6",0,8,银母矿石,0,0,1,0,0,,"0,2,0"
,60136,2003,,0,8,剑骨堆,0,0,1,1016,0,,
,60137,3052,,0,8,尸体,0,0,1,10019,0,,
,60138,2001,,0,8,坠落的船只,0,0,1,0,0,,"0,3,0"
,60139,3055,"6,6,6",0,8,乌铁,0,0,1,0,0,,
,60151,2001,,0,8,坠落的船只,0,0,1,0,0,,"0,3,0"
,60179,1000,"2,2,2",0,8,,0,0,1,0,0,,"0,2.5,0"
,60180,1000,,0,8,,0,0,1,0,0,,"0,2.5,0"
,60181,1000,,0,8,,0,0,1,0,0,,"0,2,0"
,60182,2001,,0,8,货箱,0,0,1,1018,0,,
,60183,2001,,0,8,,0,0,1,0,0,,"0,3,0"
,60184,2001,,0,8,血色花,0,0,1,1009,0,,"0,2,0"
,60185,2001,,0,8,魔铜矿,0,0,1,1004,0,,"0,1.5,0"
,60186,2001,,0,8,血红水晶,0,0,1,1003,0,,"0,2,0"
,60189,3069,"6,6,6",0,8,《纳雅记叙》残页,0,0,1,0,0,,"0,2,0"
,60190,3069,"6,6,6",0,8,《纳雅记叙》残页,0,0,2,0,0,,"0,2,0"
,60191,3069,"6,6,6",0,8,感应磁卡,0,0,1,1001,0,,"0,2,0"
,60192,3069,"6,6,6",0,8,工作日志,0,0,1,0,0,,"0,2,0"
,60193,3069,"6,6,6",0,8,工作日志,0,0,1,0,0,,"0,2,0"
,60194,3069,"6,6,6",0,8,工作日志,0,0,1,0,0,,"0,2,0"
,60195,2001,,0,8,,0,0,1,0,0,,"0,2.5,0"
,60196,1000,,0,8,,0,0,1,0,0,,"0,2.5,0"
,60197,1000,,0,8,,0,0,1,0,0,,"0,2.5,0"
,60198,2001,"4,4,4",1,8,,0,0,1,0,0,,"0,2,0"
,60199,2001,"4,4,4",1,8,,0,0,1,0,0,,"0,2,0"
,60200,2001,"4,4,4",1,8,,0,0,1,0,0,,"0,2,0"
,60201,2001,,0,8,佩剑,0,0,1,1016,0,,"0,2,0"
,60202,2001,,0,8,,0,0,1,0,0,,"0,2,0"
,60203,2001,,0,8,,0,0,1,1019,0,,"0,2,0"
,60204,2001,,0,8,宝箱,0,0,1,1019,0,,"0,2,0"
,60205,2001,,0,8,,0,0,1,0,0,,"0,2,0"
,60206,2001,,0,8,,0,0,1,0,0,,"0,2,0"
,60210,2001,"4,4,4",1,8,,0,0,1,0,0,,"0,2,0"
,60211,2001,"4,4,4",1,8,,0,0,1,0,0,,"0,2,0"
,60215,2001,"4,4,4",1,8,,0,0,1,0,0,,"0,2.5,0"
,60216,2001,"4,4,4",1,8,,0,0,1,0,0,,"0,2.5,0"
,60217,2001,"4,4,4",1,8,,0,0,1,0,0,,"0,2.5,0"
,60218,2001,"4,4,4",1,8,,0,0,1,0,0,,"0,2.5,0"
,60219,2005,,0,8,脚印,0,0,1,0,0,,"0,2.6,0"
罗兰大帝雕像,60221,2001,,0,8,,0,0,1,0,0,,"0,2.5,0"
风车,60222,2001,,0,8,,0,0,1,0,0,,"0,2.5,0"
,60223,2003,"4,4,4",1,8,,0,0,1,0,0,,"0,2,0"
,60224,2001,,0,8,,0,0,1,0,0,,"0,2.5,0"
,60225,2003,,0,8,,0,0,1,1010,0,,"0,2.5,0"
,60226,2001,,0,8,,0,0,1,0,0,,"0,2.8,0"
,60227,2003,"4,4,4",1,8,,0,0,1,0,0,,"0,2.5,0"
,60228,2003,"4,4,4",1,8,,0,0,1,1006,0,,"0,2.5,0"
,60229,2003,,0,8,,0,0,1,1014,0,,"0,2.8,0"
,60231,2003,,0,8,,0,0,1,1007,0,,"0,2.5,0"
,60232,0,,0,8,,0,0,1,0,0,,
,60233,3070,,0,8,,0,0,1,10019,0,,
,60234,3070,,0,8,棺材,0,0,1,0,0,,"0,1,0"
,60235,3070,,0,8,棺材,0,0,1,0,0,,"0,1,0"
,60236,3070,,0,8,棺材,0,0,1,0,0,,"0,1,0"
,60237,3070,,0,8,棺材,0,0,1,0,0,,"0,1,0"
,60238,3070,,0,8,棺材,0,0,1,0,0,,"0,1,0"
,60239,3070,"8,8,8",0,8,棺材,0,0,1,0,0,,"0,1,0"
,60240,2005,"4,4,4",0,8,鳞片,0,0,1,0,0,,"0,2.5,0"
,60241,2005,"4,4,4",0,8,鳞片,0,0,1,0,0,,"0,2.5,0"
,60243,2005,"4,4,4",0,8,棕尾熊肉,0,0,1,0,0,,"0,2.5,0"
,60244,3072,,0,8,,0,0,1,0,0,,
,60245,3072,,0,8,,0,0,1,0,0,,
,60246,3072,,0,8,,0,0,1,0,0,,
,60247,3069,"6,6,6",0,8,《纳雅记叙》残页,0,0,2,0,0,,"0,2,0"
,60252,1000,"4,4,4",0,8,,0,0,1,0,0,,"0,2,0"
,60253,1000,"4,4,4",0,8,,0,0,1,0,0,,"0,2,0"
,60270,2003,,0,8,神秘册子,0,0,0.4,1005,0,,"0,1,0"
,60271,2003,"4,4,4",0,8,,0,0,1,99999999,0,,"0,2,0"
,60272,2003,"4,4,4",0,8,,0,0,1,2046,0,,"0,2,0"
调查,60283,2003,"4,4,4",1,8,,0,0,1,0,0,,"0,2.5,0"
,60284,2003,"4,4,4",1,8,,0,0,1,0,0,,"0,2.5,0"
,60285,2003,"4,4,4",0,8,,0,0,1,99999999,0,,"0,2,0"
,60286,2003,,0,8,,0,0,1,10024,0,,"0,2.8,0"
,60287,2003,,0,9,,0,0,0.4,1005,0,,
,60288,2001,,0,8,书柜,0,0,1,0,0,,"0,2,0"
,60289,2001,,0,8,鱼群,0,0,1,0,0,,"0,2,0"
,60290,2001,,0,8,母子草,0,0,1,0,0,,"0,2,0"
,60291,2001,,0,8,空地,0,0,1,0,0,,"0,2,0"
,60293,2005,,0,8,木棍,0,0,1,0,0,,"0.5,2,0"
,60294,2005,,0,8,鹰眼石,0,0,1,0,0,,
,60295,2003,,0,8,,0,0,1,1003,0,,"0,1.5,0"
,60296,2003,,0,8,,0,0,1,0,0,,"1,2.5,0"
,60299,2005,"6,6,6",0,8,木板,0,0,1,0,0,,"0,2,0"
,60305,3077,,0,8,安赫尔的日记本,0,0,1,0,0,,
,60306,3077,,0,8,鸟族粮仓,0,0,1,0,0,,
,60307,3077,,0,8,会长的尸体,0,0,1,2098,0,,
,60308,3077,,0,8,浅爪印,0,0,1,0,0,,
,60309,3077,,0,8,深爪印,0,0,1,0,0,,
,60310,3077,,0,8,翼族之羽,0,0,1,0,0,,
,60313,3052,,0,8,,0,0,1,0,0,,
,60317,2004,,1,8,,0,0,1,0,0,,"0,3.5,0"
,60318,2004,,1,8,警报机器人,0,0,1,2048,0,,"0,2.5,0"
,60319,2004,,1,8,智能科技箱,0,0,1,1021,0,,"0,2.5,0"
,60320,3085,"8,8,8",0,8,,0,0,1,0,0,,
,60321,2005,,0,8,,0,0,1,0,0,,"0,2.5,0"
,60322,2005,,0,8,,0,0,1,0,0,,"0,2.5,0"
,60323,2005,,0,8,岛民昆汀,0,0,1,2076,0,,"0,2.5,0"
,60324,2005,,0,8,,0,0,1,0,0,,
,60325,2005,,0,8,,0,0,1,0,0,,
,60326,2005,,0,8,,0,0,1,1003,0,,
,60327,2005,,0,8,,0,0,1,0,0,,"0,2.5,0"
,60328,2005,,0,8,,0,0,1,1004,0,,
,60329,2005,,0,8,,0,0,1,1016,0,,
,60330,3085,"0,0,0",0,8,立方核心,0,0,1,0,0,,
,60331,3090,"6,6,6",0,8,尘封的机械,0,0,1,0,0,,"0,2,0"
,60332,3090,"6,6,6",0,8,尘封的机器人,0,0,1,0,0,,"0,2,0"
,60333,3090,"6,6,6",0,8,书架,0,0,1,0,0,,"0,2,0"
,60334,3090,"6,6,6",0,8,椅子,0,0,1,0,0,,"0,2,0"
,60335,3090,,0,8,书桌,0,0,1,0,0,,"0,2,0"
,60336,3090,"6,6,6",0,8,安德烈手稿,0,0,1,0,0,,"0,2,0"
调查铁皮镇,60337,2005,,0,8,,0,0,1,0,0,,
调查线索,60338,2005,,0,8,,0,0,1,0,0,,
调查线索,60339,2005,,0,8,,0,0,1,0,0,,
调查线索,60340,2005,,0,8,,0,0,1,0,0,,
调查线索,60341,2005,,0,8,,0,0,1,0,0,,
,60351,2005,,0,8,,0,0,1,0,0,,
,60352,2005,,0,8,,0,0,1,0,0,,
,60353,2005,,0,8,,0,0,1,0,0,,
,60354,2005,,0,8,,0,0,1,0,0,,
,60355,2005,,0,8,宝箱,0,0,1,1018,0,,
调查线索,60356,2005,,0,8,,0,0,1,0,0,,
调查线索,60357,2005,,0,8,,0,0,1,0,0,,
,60359,2004,,0,8,,0,0,1,1021,0,,
,60360,2004,"0,0,0",0,8,,0,0,1,1021,0,,
,60390,2005,,0,8,,0,0,1,0,0,,
,60391,2005,,0,8,,0,0,1,0,0,,
,60392,2005,,0,8,,0,0,1,1004,0,,
,60425,3126,,0,8,沙之民秘宝箱,0,0,1.5,1021,0,,
,60426,3126,,0,8,沙之民金箱,0,0,1,1020,0,,
,60427,3130,"4.5,4.5,4.5",0,8,黑曜矿,0,0,1,0,0,,
,60428,3130,,0,8,巨石,0,0,1,0,0,,
,60435,3131,,0,8,蒙尘的金箱,0,0,1,1020,0,,"0,2.5,0"
,60436,3131,,0,8,老旧的铜箱,0,0,1,1019,0,,"0,2.5,0"
,60437,3131,,0,8,带锈的铁箱,0,0,1,1018,0,,"0,2.5,0"
,60438,3131,,0,8,烁金宝箱,0,0,1,1020,0,,"0,2.5,0"
,60439,3131,,0,8,烁金宝箱,0,0,1,1020,0,,"0,2.5,0"
,60440,3131,,0,8,遗留的秘宝,0,0,1,1021,0,,"0,2.5,0"
,60442,3134,,0,8,风动石,0,0,1,0,0,,
,60443,3134,,0,8,流沙虫柩,0,0,1,1018,0,,
,60444,3134,,0,8,沙虫卵,0,0,1,0,0,,
,60445,3132,,0,8,虫卵,0,0,1,0,0,,
,60446,3132,,0,8,大石块,0,0,1,0,0,,
,60447,3136,,0,8,劫掠宝物箱,0,0,1,1020,0,,"0,2.5,0"
,60448,3136,,0,8,劫掠财物箱,0,0,1,1019,0,,"0,2.5,0"
,60449,3136,,0,8,劫掠货物箱,0,0,1,1018,0,,"0,2.5,0"
,60450,3131,,0,8,烁金宝箱,0,0,1,1020,0,,"0,2.5,0"
,60451,3131,,0,8,烁金宝箱,0,0,1,1020,0,,"0,2.5,0"
,60452,3131,,0,8,劫掠秘宝箱,0,0,1,1021,0,,"0,2.5,0"
,60453,3135,,0,8,盗墓贼的尸体,0,0,1,10019,0,,
,60454,3135,"7,2,4",1,8,棺材,0,0,1,0,0,,
,60455,3135,,0,8,工具箱,0,0,1,1018,0,,
,60456,3133,"7,4,3",1,8,棺材,0,0,1,0,0,,"0,2,0"
,60457,3133,,0,8,盗墓贼的尸体,0,0,1,10019,0,,"0,2,0"
,60458,3135,"6,2,8",1,8,棺材,0,0,1,0,0,,
,60459,3148,"2,2,2",0,8,,0,0,1,0,0,,
,60460,3148,"2,2,2",0,8,,0,0,1,0,0,,
,60461,3148,"2,2,2",0,8,,0,0,1,0,0,,
,60462,3148,"2,2,2",0,8,,0,0,1,0,0,,
,60463,3148,"2,2,2",0,8,,0,0,1,0,0,,
,60464,3129,,0,8,中坚管理储物箱,0,0,1,1019,0,,
,60465,3129,,0,8,下级卫兵储物箱,0,0,1,1018,0,,
,60466,3124,,0,8,精致工艺品箱,0,0,1,1019,0,,
,60467,3124,,0,8,常见钱币箱,0,0,1,1018,0,,
,60468,3128,,0,8,哥布林的财物,0,0,1,1019,0,,
,60469,3128,,0,8,哥布林的货物,0,0,1,1018,0,,
,60470,3126,,0,8,沙之民铜箱,0,0,1,1019,0,,
,60471,3126,,0,8,沙之民铁箱,0,0,1,1018,0,,
,60472,2001,,0,8,曼铃草,0,0,1,1006,0,,
,60473,3148,,0,8,,0,0,1,0,0,,
,60474,3148,,0,8,,0,0,1,0,0,,
,60475,3148,,0,8,,0,0,1,0,0,,
,60476,3148,,0,8,,0,0,1,0,0,,
,60477,3148,,0,8,,0,0,1,0,0,,
,60478,3148,"6,6,6",0,8,,0,0,1,0,0,,
,60479,3148,"6,6,6",0,8,,0,0,1,0,0,,
,60480,3148,,0,8,,0,0,1,0,0,,
,60481,3148,"6,6,6",0,8,,0,0,1,0,0,,
,60482,3149,,0,8,,0,0,1,0,0,,
,60483,3149,,0,8,,0,0,1,0,0,,
,60484,3149,,0,8,,0,0,1,0,0,,
,60485,3149,,0,8,,0,0,1,0,0,,
,60486,3149,,0,8,,0,0,1,0,0,,
,60487,3149,,0,8,,0,0,1,0,0,,
,60490,1005,,0,8,,0,0,1,0,0,,
,70000,3061,"0,0,0",0,10,篝火,0,0,1,1014,0,,"0,1,0"
,70001,3051,"0,0,0",0,10,篝火,0,0,1,1014,0,,"0,1,0"
,70002,2001,"6,6,6",1,7,,0,0,1,0,0,,
,70003,2001,,1,5,罗兰大帝雕像,0,0,1,0,0,,"-1.79,3.03,1.74"
,70004,2002,"3,3,3",1,5,大帝重刃,0,0,1,0,0,,"0,3.02,0"
,70006,2001,,1,5,法石遗迹,0,0,1,0,0,,"-0.28,2.98,0"
,70007,2001,"2,2,2",1,5,纹章石,0,0,1,0,0,,"-0.11,2.59,0"
,70008,2003,"2,2,2",1,5,泰坦遗骸,0,0,1,0,0,,"0,3.82,0"
,70009,2003,,1,5,银月湖,0,0,1,0,0,,"3.54,0,-3.86"
,70010,2001,"0,0,0",1,5,灯塔,0,0,1,0,0,,"-2.39,4.14,-0.53"
,70011,1001,,1,1,悬赏公告板,0,0,1,0,0,,"0.19,2.19,0"
,70012,1000,"0,0,0",1,5,公告栏,0,0,1,0,0,,"-0.2,2.3,1"
,70014,3074,,0,10,篝火,0,0,1,1014,0,,"0,1,0"
,70015,2005,,0,1,天神守卫,0,0,1,2011,0,,
,70016,2005,"8,8,8",0,5,翼族图腾,0,0,1,0,0,,"0,4.2,0"
,70017,2005,"6,6,6",0,5,翼祖石,0,0,1,0,0,,"0.75,5.85,0"
,70018,2005,"8,8,8",0,5,鳄龟岩,0,0,1,0,0,,"-1.6,3.91,0"
,70019,2005,"8,8,8",0,5,巨鲸遗骸,0,0,1,0,0,,"3.92,2.21,0"
,70021,2005,"8,8,8",0,5,远航号战舰残骸,0,0,1,0,0,,"0,5,0"
,70024,3096,"0,0,0",0,1,,0,0,1,101,0,,
,70025,3096,"0,0,0",0,1,,0,0,1,102,0,,
,70026,3096,"0,0,0",0,1,,0,0,1,103,0,,
,70027,3096,"0,0,0",0,1,,0,0,1,104,0,,
,70028,3096,"0,0,0",0,1,,0,0,1,105,0,,
,70029,3096,"0,0,0",0,1,,0,0,1,106,0,,
,70030,3096,"0,0,0",0,1,,0,0,1,107,0,,
,70031,3096,"0,0,0",0,1,,0,0,1,108,0,,
,70032,3096,"0,0,0",0,1,,0,0,1,201,0,,
,70033,3096,"0,0,0",0,1,,0,0,1,301,0,,
,70034,3096,"0,0,0",0,1,,0,0,1,302,0,,
,70035,3096,"0,0,0",0,1,,0,0,1,401,0,,
,70036,3096,"0,0,0",0,1,,0,0,1,112,0,,
,70040,3032,"0,0,0",0,9,,0,0,1,0,0,,
,70041,2005,"3,3,3",1,5,零态模拟机,0,0,1,0,0,,"-1.16,3.74,0"
,70044,2001,,0,9,,0,0,1,1029,0,,
,70045,1005,"0,0,0",0,8,,0,0,1,0,0,,
,90001,2001,,0,2,解谜测试NPC,0,0,1,0,0,,"0,1,0"
,90004,9001,,0,2,解谜测试NPC1,0,0,1,0,0,,"0,1,0"
,90005,9001,,0,1,解谜测试NPC2,0,0,1,2025,0,,
,90009,9001,"4,4,4",0,8,有对话宝箱,0,0,1,0,0,,"0,2,0"
,90010,9001,"4,4,4",0,8,有对话喂药,0,0,1,0,0,,"0,2,0"
,90011,9001,"4,4,4",0,8,有对话砍树,0,0,1,0,0,,"0,2,0"
,90012,9001,"4,4,4",0,8,有对话采集4,0,0,1,0,0,,"0,2,0"
,90013,9001,"4,4,4",0,8,无对话宝箱,0,0,1,0,0,,"0,2,0"
,90014,9001,"4,4,4",0,8,无对话喂药,0,0,1,0,0,,"0,2,0"
,90015,9001,"4,4,4",0,8,无对话砍树,0,0,1,0,0,,"0,2,0"
,90016,9001,"4,4,4",0,8,无对话采集4,0,0,1,0,0,,"0,2,0"
,99991,2001,,0,7,护送测试陷阱1,0,0,1,0,0,,
,99992,2001,,0,7,护送测试陷阱2,0,0,1,0,0,,
,99993,2001,,0,1,护送测试NPCzu,0,0,1,103,0,,
,100000,1000,,0,4,卡诺萨城2,0,0,1,0,0,,"0.08,-4.51,34.62"
,100001,2002,,0,4,魔族之心,0,0,1,0,0,,"29.5,4.08,28.68"
,160000,2001,,0,1,由莉,0,0,1,302,0,,
,160001,2001,,0,1,鹿角兽,0,0,1,10006,0,,
,12001002,2001,,0,5,饿狼巢穴,0,0,1,0,0,,"-2.06,3.9,-0.75"
,12001003,2001,,0,2,旅馆,0,0,1,0,3,,"0.712,3.067,-0.054"
,12001004,2001,,0,2,教堂,0,0,1,0,6,,"-10.28,4.5,-19.57"
,12001006,2001,,0,5,哥布林巢穴入口,0,0,1,0,0,,
,21000003,1000,,0,7,任务100002陷阱,0,0,1,0,0,,
,22001001,2001,,0,7,门口陷阱,0,0,1,0,6,,
,22001002,2001,,0,7,由莉米修,0,0,1,0,0,,
,22001003,2001,,0,7,由莉米修,0,0,1,0,1,,
,22001004,2001,,0,7,米修桑妮,0,0,1,0,0,,
,22001005,2001,,0,7,鹿角兽,0,0,1,0,0,,
,22001006,2001,,0,7,盗贼,0,0,1,0,0,,
,22001007,2001,,0,7,温丽,0,0,1,0,0,,
,30000001,3011,,0,3,狼王的收藏箱,0,0,1,1018,0,,
