,required,optional,required,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,10376,0,1,0,0,0,3,1 2003 20296,1,,5,0,0,0,0,1 1 2003 20296,0,101,0,0,
,10377,0,1,2,0,0,3,1 2003 20295,1,,2,0,2019,0,0,1 1 2003 20295,0,106,0,0,
,10379,0,1,0,0,0,3,1 2003 20297,1,,2,0,0,0,0,1 1 2003 20297,0,101,0,0,
,10380,0,1,0,0,0,3,1 2003 60102,1,,5,0,0,0,0,0,0,104,0,0,
,10381,0,1,0,0,0,3,1 2003 30297,1,,5,0,0,0,0,1 2 2003 900232,0,102,0,0,
,10382,0,1,1,0,0,3,1 2003 20297,1,,2,0,0,0,0,1 1 2003 20297,0,101,0,0,
,10383,0,1,0,0,0,3,1 2003 20297,1,,5,0,0,0,0,1 1 2003 20297,0,101,0,0,
,10384,0,1,2,0,0,3,1 2003 30298,1,,5,0,2005,0,0,1 2 2003 900233,0,102,0,0,
,10385,0,1,1,0,0,3,1 2003 60103,1,,5,0,2003,0,0,0,0,104,0,0,
,10386,0,1,0,0,0,3,1 2003 30298,1,,2,0,0,0,0,0,0,101,0,0,
,10388,0,1,0,0,0,3,1 2003 30300,1,,5,0,0,0,0,1 2 2003 900234,0,103,0,0,
,10389,0,1,0,0,0,3,1 2003 30300,1,,2,0,0,0,0,0,0,101,0,0,
,10390,0,1,0,0,0,3,1 2003 30300,1,,5,0,0,0,0,0,0,101,0,0,
,10391,0,1,1,0,0,3,1 2003 30301,1,,5,0,0,0,0,1 2 2003 900235,0,102,0,0,
,10392,0,1,0,0,0,3,1 2003 20298,1,,2,0,0,0,0,1 1 2003 20298,0,101,0,0,
,10393,0,1,1,0,0,3,1 2003 60104,1,,5,0,0,0,0,0,0,104,0,0,
,10394,0,1,0,0,0,3,1 2003 30402,1,,5,0,0,0,0,0,0,101,0,0,
,10395,0,1,0,0,0,3,1 2003 30402,1,,5,0,0,0,0,,0,102,0,0,
,10396,0,1,0,0,0,3,1 2003 30402,1,,2,0,0,0,0,0,0,101,0,0,
,10397,0,1,0,0,0,3,1 2003 30402,1,,5,0,0,0,0,0,0,101,0,0,
,10398,0,1,0,0,0,3,1 2003 20301,1,,2,0,0,0,0,1 1 2003 20301,0,101,0,0,
,10399,0,1,0,0,0,3,1 2003 30306,1,,5,0,0,0,0,0,0,101,0,0,
,10400,0,1,0,0,0,3,1 2003 30302,1,,2,0,0,0,0,1 1 2003 20308,0,102,0,0,
,10401,0,1,0,0,0,3,1 2003 20302,1,,2,0,0,0,0,1 1 2003 20302,0,101,0,0,
,10402,0,1,0,0,0,3,1 2003 30302,1,,5,0,0,0,0,0,0,101,0,0,
,10403,0,1,0,0,0,3,1 2003 30303,1,,5,0,0,0,0,1 2 2003 900238,0,102,0,0,
,10404,0,1,0,0,0,3,1 2003 30303,1,,2,0,0,0,0,0,0,101,0,0,
,10405,0,1,0,0,0,3,1 2003 50028,1,,2,0,0,0,0,"2 0 2003 15.59,0.14,-286.83",0,105,0,0,
,10406,0,1,0,0,0,3,1 2003 30305,1,,5,0,0,0,0,0,0,101,0,0,
,10407,0,1,0,0,0,1,,1,,2,0,0,0,0,0,0,101,0,0,
,10410,0,1,0,0,0,3,1 2003 30309,1,,5,0,0,0,0,1 2 2003 900240,0,102,0,0,
,10411,0,1,0,0,0,3,1 2003 30310,1,,5,0,0,0,0,1 2 2003 900241,0,102,0,0,
,10412,0,1,0,0,0,3,1 2003 30311,1,,5,0,0,0,0,1 2 2003 900242,0,102,0,0,
,10413,0,1,0,0,0,3,1 2003 21036,1,,2,0,0,0,0,1 1 2003 21036,0,101,0,0,
,10414,0,1,0,0,0,3,1 2003 30311,1,,2,0,0,0,0,"2 0 2003 -222.972,0.096,-36.674",0,103,0,0,
,10415,0,1,0,0,0,3,1 2003 30311,1,,5,0,0,0,0,"2 0 2003 -222.972,0.096,-36.674",0,101,0,0,
收集猎物,10416,0,1,0,0,0,3,1 2003 60107,1,,5,0,0,0,0,0,0,104,0,0,
采集狐薄荷,10417,0,1,0,0,0,3,1 2003 60108,1,,5,0,0,0,0,0,0,104,0,0,
引开戈壁火狐,10418,0,1,0,0,0,3,1 2003 20316,1,,5,0,0,0,0,1 1 2003 20316,0,101,0,0,
采集狐薄荷,10419,0,1,0,0,0,3,1 2003 60109,1,,5,0,0,0,0,0,0,104,0,0,
引开戈壁火狐,10420,0,1,0,0,0,3,1 2003 20316,1,,2,0,0,0,0,1 1 2003 20316,0,101,0,0,
把猎物交给冒险者,10423,0,1,0,0,0,3,1 2003 20181,1,,5,0,0,0,0,1 1 2003 20181,0,101,0,0,
,10424,0,1,0,0,0,3,1 2003 20156,1,,5,0,0,0,0,1 1 2003 20156,0,101,0,0,
,10427,0,1,0,0,0,3,1 1000 21037,1,,5,0,0,0,0,1 1 1000 21037,0,101,0,0,
,10428,0,1,0,0,0,1,,1,,5,0,0,0,0,,0,101,0,0,
,10429,0,1,0,0,0,3,1 1000 21037,1,,2,0,0,0,0,1 1 1000 21037,0,101,0,0,
,10431,0,2,0,0,0,3,1 1000 20112,1,,5,0,0,0,0,20112,0,301,0,0,
,10432,0,2,0,0,0,3,1 1000 20234,1,,5,0,0,0,0,20234,0,301,0,0,
,10433,0,2,0,0,0,3,1 1000 60121,1,,5,0,0,0,0,60121,0,304,0,0,
,10434,0,2,0,0,0,3,1 1000 20234,1,,5,0,0,0,0,20234,0,301,0,0,
,10435,0,2,0,0,0,3,1 1000 20112,1,,2,0,0,0,0,20112,0,301,0,0,
特殊的受困者,10436,0,1,0,0,0,3,1 2002 30355,1,,5,0,0,0,0,2 1 2002 30355,0,1,0,0,
,10437,0,1,0,0,0,3,1 2003 20344,1,,5,0,0,0,0,1 1 2003 20344,0,101,0,0,
,10438,0,1,0,0,0,3,1 1000 20108,1,,2,0,0,0,0,1 1 1000 20108,0,101,0,0,
,10440,0,1,0,0,0,1,0,1,,2,0,0,0,0,0,0,101,0,0,
,10441,0,1,0,0,0,3,1 2001 30396,1,,5,0,0,0,0,"2 0 2001 -1.80,-1.79,59.80",0,101,0,0,
,10442,0,1,0,0,0,3,1 2001 60138,1,,5,0,0,0,0,0,0,104,0,0,
,10443,0,1,0,0,0,3,1 2001 50057,1,,2,0,0,0,0,1 1 2001 50057,0,105,0,0,
,10444,0,1,0,0,0,3,1 2001 30397,1,,5,0,0,0,0,"2 0 2001 -0.36,-1.87,64.83",0,101,0,0,
,10445,0,1,0,0,0,3,1 1000 20228,1,,2,0,0,0,0,1 1 1000 20228,0,108,0,0,
,10446,0,1,0,0,0,3,"0 1000 -69.54,19.12,-4.14",1,,2,0,0,0,0,"2 0 1000 -69.54,19.12,-4.14",0,101,0,0,
,10447,0,1,1,0,0,3,1 2003 30403,1,,5,0,0,0,0,"2 0 2003 -142.81,0.15,-22.22",0,101,0,0,
,10448,0,1,1,0,0,3,1 2003 30404,1,,5,0,0,0,0,"2 0 2003 -163.105,0.15,-25.612",0,101,0,0,
,10449,0,1,0,0,0,3,1 2005 20408,1,,2,0,0,0,0,1 1 2005 20408,0,101,0,0,
,10450,0,1,0,0,0,1,,1,,5,0,0,0,0,0,0,101,0,0,
,10451,0,1,0,0,0,3,1 2005 30406,1,,2,0,0,0,0,1 2 2005 900301,0,102,0,0,
,10452,0,1,0,0,0,3,1 2005 20408,1,,5,0,0,0,0,1 1 2005 20408,0,101,0,0,
,10453,0,1,0,0,0,3,1 2005 30456,1,,5,0,0,0,0,2 1 2005 30456,0,104,0,0,
,10454,0,1,0,0,0,3,1 2005 20409,1,,5,0,0,0,0,1 1 2005 20409,0,102,0,0,
,10455,0,1,0,0,0,3,1 2005 20409,1,,5,0,0,0,0,1 1 2005 20409,0,104,0,0,
,10456,0,1,0,0,0,3,1 2005 50043,1,,5,0,0,0,0,2 1 2005 50043,0,104,0,0,
,10457,0,1,0,0,0,3,1 2005 20408,1,,2,0,0,0,0,1 1 2005 20408,0,101,0,0,
,10458,0,1,0,0,0,3,1 2005 20411,1,,5,0,0,0,0,1 1 2005 20411,0,101,0,0,
,10459,0,1,2,0,0,3,1 2005 20408,1,,2,2005,112,0,0,1 1 2005 20408,0,106,0,0,
,10460,0,1,0,0,0,1,,1,,2,0,0,0,0,0,0,101,0,0,
,10461,0,1,0,0,0,3,1 2005 20408,1,,5,0,0,0,0,1 1 2005 20408,0,101,0,0,
,10462,0,1,0,0,0,3,1 2005 30457,1,,2,0,0,0,0,2 1 2005 30457,0,101,0,0,
,10463,0,1,0,0,0,3,1 2005 20411,1,,5,0,0,0,0,1 1 2005 20411,0,101,0,0,
,10464,0,1,2,0,0,3,1 2005 30458,1,,5,2005,112,0,0,2 1 2005 30458,0,106,0,0,
,10465,0,1,0,0,0,3,1 2005 20429,1,,5,0,0,0,0,1 1 2005 20429,0,102,0,0,
,10466,0,1,0,0,0,3,1 2005 20429,1,,5,0,0,0,0,1 1 2005 20429,0,101,0,0,
,10467,0,1,0,0,0,3,1 2005 50044,1,,5,0,0,0,0,2 1 2005 50044,0,105,0,0,
,10468,0,1,0,0,0,3,1 2005 20429,1,,5,0,0,0,0,1 1 2005 20429,0,101,0,0,
,10469,0,1,2,0,0,3,1 2005 30459,1,,5,2005,112,0,0,2 1 2005 30459,0,106,0,0,
,10470,0,1,0,0,0,3,1 2005 20411,1,,5,0,0,0,0,1 1 2005 20411,0,108,0,0,
,10472,0,1,0,0,0,3,1 2004 30437,1,,2,0,0,0,0,1 2 2004 900317,0,2,0,0,
,10473,0,1,0,0,0,3,1 2004 30438,1,,5,0,0,0,0,2 1 2004 30438,0,1,0,0,
,10474,0,1,0,0,0,3,1 2004 20421,1,,5,0,0,0,0,1 1 2004 20421,0,1,0,0,
,10475,0,1,2,0,0,3,1 2004 30439,1,,2,0,2093,0,0,2 1 2004 30439,0,6,0,0,
,10476,0,1,0,0,0,3,1 2004 30440,1,,5,0,0,0,0,2 1 2004 30440,0,1,0,0,
,10477,0,1,0,0,0,3,1 2006 30442,1,,2,0,0,0,0,,0,1,0,0,
,10478,0,1,0,0,0,3,1 2004 20422,1,,5,0,0,0,0,1 1 2004 20422,0,1,0,0,
,10479,0,1,0,0,0,3,1 2004 30441,1,,5,0,0,0,0,1 2 2004 900441,0,2,0,0,
,10480,0,1,0,0,0,3,1 2004 30441,1,,5,0,0,0,0,,0,1,0,0,
,10486,0,1,0,0,0,3,1 2005 20425,1,,5,0,0,0,0,1 1 2005 20425,0,2,0,0,
,10487,0,1,0,0,0,3,1 2005 20425,1,,5,0,0,0,0,1 1 2005 20425,0,1,0,0,
,10488,0,1,0,0,0,1,1 2005 30444,1,,2,0,0,0,0,2 1 2005 30444,0,1,0,0,
,10489,0,1,0,0,0,3,1 2004 30443,1,,5,0,0,0,0,2 1 2004 30443,0,1,0,0,
,10490,0,1,0,0,0,3,1 2004 50045,1,,5,0,0,0,0,2 1 2004 50045,0,8,0,0,
,10491,0,1,0,0,0,3,1 2004 30443,1,,5,0,0,0,0,2 1 2004 30443,0,1,0,0,
,10492,0,1,0,0,0,3,1 2004 50046,1,,2,0,0,0,0,2 1 2004 50046,0,5,0,0,
,10493,0,1,0,0,0,3,1 2004 30445,1,,5,0,0,0,0,2 1 2004 30445,0,1,0,0,
,10494,0,1,2,0,0,3,1 2004 30446,1,,2,0,2093,0,0,2 1 2004 30446,0,6,0,0,
,10495,0,1,0,0,0,3,1 2006 20426,1,,5,0,0,0,0,1 1 2006 20426,0,1,0,0,
,10496,0,1,0,0,0,3,1 2006 20420,1,,2,0,0,0,0,1 1 2006 20420,0,8,0,0,
,10508,0,1,0,0,0,3,1 2005 20411,1,,2,0,0,0,0,1 1 2005 20411,0,101,0,0,
,10509,0,1,0,0,0,3,1 2005 20435,1,,2,0,0,0,0,1 1 2005 20435,0,101,0,0,
,10510,0,1,0,0,0,3,1 2005 20436,1,,5,0,0,0,0,1 1 2005 20436,0,101,0,0,
,10511,0,1,0,0,0,3,1 2005 30471,1,,5,0,0,0,0,2 1 2005 30471,0,101,0,0,
,10512,0,1,0,0,0,3,1 2005 20437,1,,5,0,0,0,0,1 1 2005 20437,0,101,0,0,
,10513,0,1,1,0,0,3,1 2005 60240,1,,5,0,0,0,0,0,0,104,0,0,
,10514,0,1,1,0,0,3,1 2005 60241,1,,5,0,0,0,0,0,0,104,0,0,
,10515,0,1,0,0,0,3,1 2005 30472,1,,5,0,0,0,0,2 1 2005 30472,0,103,0,0,
,10516,0,1,0,0,0,3,1 2005 30472,1,,2,0,0,0,0,2 1 2005 30472,0,101,0,0,
,10517,0,1,0,0,0,3,1 2005 20438,1,,5,0,0,0,0,1 1 2005 20438,0,101,0,0,
,10518,0,1,0,0,0,3,1 2005 30473,1,,5,0,0,0,0,1 2 2005 900355,0,102,0,0,
,10519,0,1,0,0,0,3,1 2005 30473,1,,5,0,0,0,0,2 1 2005 30473,0,101,0,0,
,10520,0,1,0,0,0,3,1 2005 30474,1,,5,0,0,0,0,2 1 2005 30474,0,101,0,0,
,10521,0,1,0,0,0,3,1 2005 20439,1,,5,0,0,0,0,"2 0 2005 362.52,1.57,100.94",0,101,0,0,
,10522,0,1,2,0,0,3,1 2005 30475,1,,5,0,2100,0,0,2 1 2005 30475,0,106,0,0,
,10523,0,1,0,0,0,3,1 2005 20440,1,,2,0,0,0,0,1 1 2005 20440,0,101,0,0,
,10524,0,1,0,0,0,3,1 2005 30740,1,,5,0,0,0,0,2 1 2005 30740,0,101,0,0,
,10525,0,1,0,0,0,3,1 2005 50047,1,,2,0,0,0,0,"2 0 2005 487.19,-1.20,98.79",0,105,0,0,
,10526,0,1,0,0,0,3,1 2005 30476,1,,5,0,0,0,0,2 1 2005 30476,0,101,0,0,
,10527,0,1,2,0,0,3,1 2005 30477,1,,2,0,2100,0,0,2 1 2005 30477,0,106,0,0,
,10528,0,1,0,0,0,3,1 2005 30478,1,,2,0,0,0,0,2 1 2005 30478,0,101,0,0,
,10529,0,1,0,0,0,3,1 2005 30493,1,,5,0,0,0,0,2 1 2005 30493,0,101,0,0,
,10530,0,1,0,0,0,3,1 2005 30479,1,,2,0,0,0,0,0,0,103,0,0,
,10531,0,1,0,0,0,3,1 2005 30479,1,,5,0,0,0,0,2 1 2005 30479,0,101,0,0,
,10532,0,1,0,0,0,3,1 2005 30480,1,,5,0,0,0,0,1 2 2005 900357,0,103,0,0,
,10533,0,1,0,0,0,3,1 2005 30480,1,,5,0,0,0,0,0,0,101,0,0,
,10534,0,1,0,0,0,3,1 2005 20441,1,,2,0,0,0,0,1 1 2005 20441,0,101,0,0,
,10535,0,1,0,0,0,3,"0 2005 362.52,1.57,100.94",1,,2,0,0,0,0,0,0,101,0,0,
,10541,0,1,0,0,0,1,,1,,5,0,0,0,0,0,0,8,0,0,
,10545,0,1,0,0,0,1,,1,,2,0,0,0,0,0,0,101,0,0,
,10552,0,1,0,0,0,3,1 2005 20498,1,,5,0,0,0,0,1 1 2005 20498,0,101,0,0,
,10553,0,1,1,0,0,3,1 2005 60293,1,,5,0,0,0,0,,0,104,0,0,
,10554,0,1,0,0,0,3,1 2005 20498,1,,2,0,0,0,0,1 1 2005 20498,0,101,0,0,
,10555,0,1,0,0,0,3,1 2005 30512,1,,5,0,0,0,0,2 1 2005 30512,0,101,0,0,
,10556,0,1,0,0,0,3,1 2005 20499,1,,5,0,0,0,0,1 1 2005 20499,0,102,0,0,
,10557,0,1,0,0,0,3,1 2005 20499,1,,5,0,0,0,0,1 1 2005 20499,0,101,0,0,
,10558,0,1,0,0,0,3,1 2005 30513,1,,5,0,0,0,0,2 1 2005 30513,0,101,0,0,
,10559,0,1,0,0,0,3,1 2005 20500,1,,5,0,0,0,0,1 1 2005 20500,0,101,0,0,
,10560,0,1,0,0,0,3,1 2005 20500,1,,5,0,0,0,0,1 1 2005 20500,0,102,0,0,
,10561,0,1,0,0,0,3,1 2005 20500,1,,5,0,0,0,0,1 1 2005 20500,0,101,0,0,
,10562,0,1,0,0,0,3,1 2005 30515,1,,5,0,0,0,0,1 2 2005 900374,0,102,0,0,
,10563,0,1,0,0,0,3,1 2005 20500,1,,2,0,0,0,0,1 1 2005 20500,0,101,0,0,
,10564,0,1,0,0,0,3,1 2005 20501,1,,5,0,0,0,0,1 1 2005 20501,0,101,0,0,
,10565,0,1,0,0,0,3,1 2005 20501,1,,5,0,0,0,0,1 1 2005 20501,0,102,0,0,
,10566,0,1,0,0,0,3,1 2005 30514,1,,2,0,0,0,0,2 1 2005 30514,0,101,0,0,
,10569,0,1,0,0,0,3,1 2005 30514,1,,5,0,0,0,0,2 1 2005 30514,0,102,0,0,
,10570,0,1,0,0,0,1,,1,,2,0,0,0,0,,0,101,0,0,
,10573,0,1,0,0,0,3,1 2005 20498,1,,5,0,0,0,0,1 1 2005 20498,0,101,0,0,
,10574,0,1,1,0,0,3,1 2005 60294,1,,5,0,0,0,0,,0,104,0,0,
,10575,0,1,0,0,0,3,1 2005 20498,1,,2,0,0,0,0,1 1 2005 20498,0,101,0,0,
,10576,0,1,0,0,0,3,1 2005 20498,1,,5,0,0,0,0,1 1 2005 20498,0,101,0,0,
,10577,0,1,0,0,0,3,1 2005 20503,1,,5,0,0,0,0,1 1 2005 20503,0,102,0,0,
,10578,0,1,0,0,0,3,1 2005 20503,1,,2,0,0,0,0,1 1 2005 20503,0,101,0,0,
,10579,0,1,0,0,0,3,1 2005 30516,1,,5,0,0,0,0,2 1 2005 30516,0,101,0,0,
,10580,0,1,0,0,0,3,1 2005 20498,1,,5,0,0,0,0,1 1 2005 20498,0,103,0,0,
,10581,0,1,0,0,0,1,,1,,5,0,0,0,0,,0,101,0,0,
,10582,0,1,0,0,0,3,1 2005 20504,1,,2,0,0,0,0,1 1 2005 20504,0,101,0,0,
,10584,0,1,0,0,0,1,,1,,5,0,0,0,0,,0,101,0,0,
,10585,0,1,2,0,0,3,1 2005 20503,1,,2,0,112,0,0,1 1 2005 20503,0,106,0,0,
,10595,0,1,0,0,0,3,1 2005 20504,1,,5,0,0,0,0,1 1 2005 20504,0,101,0,0,
,10596,0,1,0,0,0,3,1 2005 20506,1,,2,0,0,0,0,1 1 2005 20506,0,101,0,0,
,10598,0,1,2,0,0,3,1 1000 30106,1,,5,1000,2007,10,0,2 1 1000 30106,0,106,0,0,
,10607,0,1,0,0,0,3,1 2004 30437,1,,5,0,0,0,0,0,0,2,0,0,
,10609,0,1,0,0,0,1,,1,,5,0,0,0,0,0,0,101,0,0,
,10610,0,1,0,0,0,3,1 2001 30109,1,,2,0,0,0,0,2 1 2001 30109,0,102,0,0,
,10611,0,1,0,0,0,3,1 1000 30582,1,,5,0,0,0,0,,0,103,0,0,
,10616,0,1,0,0,0,1,,1,,2,0,0,0,0,0,0,101,0,0,
冒险者，你真棒！,10619,0,1,0,0,0,1,,1,,5,0,0,0,0,0,0,0,0,0,
,10622,0,1,0,0,0,3,1 2003 30197,1,,5,0,0,0,0,"2 0 2003 -139.537,0.14,-40.143",0,101,0,0,
,10623,0,1,0,0,0,1,,1,,5,0,0,0,0,,0,101,0,0,
,10625,0,1,0,0,0,3,1 2005 30598,1,,5,0,0,0,0,2 1 2005 30598,0,101,0,0,
,10626,0,1,0,0,0,3,1 2005 30599,1,,5,0,0,0,0,2 1 2005 30599,0,101,0,0,
,10627,0,1,1,0,0,3,1 2005 60337,1,,2,0,0,0,0,0,0,104,0,0,
,10628,0,1,0,0,0,3,1 2005 20593,1,,5,0,0,0,0,1 1 2005 20593,0,101,0,0,
,10629,0,1,0,0,0,3,1 2005 20593,1,,5,0,0,0,0,1 1 2005 20593,0,101,0,0,
,10630,0,1,0,0,0,3,1 2005 20593,1,,5,0,0,0,0,1 1 2005 20593,0,102,0,0,
,10631,0,1,0,0,0,3,1 2005 30600,1,,5,0,0,0,0,2 1 2005 30600,0,101,0,0,
,10632,0,1,0,0,0,3,1 2005 30601,1,,2,0,0,0,0,2 1 2005 30601,0,102,0,0,
,10633,0,1,0,0,0,3,1 2005 30602,1,,5,0,0,0,0,2 1 2005 30602,0,101,0,0,
,10634,0,1,1,0,0,3,1 2005 60338,1,,2,0,0,0,0,0,0,104,0,0,
,10635,0,1,1,0,0,3,1 2005 60339,1,,2,0,0,0,0,0,0,104,0,0,
,10636,0,1,0,0,0,3,1 2005 30603,1,,5,0,0,0,0,2 1 2005 30603,0,102,0,0,
,10637,0,1,1,0,0,3,1 2005 60340,1,,5,0,0,0,0,0,0,104,0,0,
,10638,0,1,0,0,0,3,1 2005 30604,1,,2,0,0,0,0,2 1 2005 30604,0,101,0,0,
,10639,0,1,0,0,0,3,"0 2005 16.11,13.51,-318.79",1,,5,0,0,0,0,"2 0 2005 16.11,13.51,-318.79",0,105,0,0,
,10640,0,1,0,0,0,3,2 2005 900457,1,,5,0,0,0,0,1 2 2005 900457,0,103,0,0,
,10641,0,1,1,0,0,3,1 2005 60341,1,,2,0,0,0,0,0,0,104,0,0,
,10642,0,1,0,0,0,3,1 2005 20593,1,,5,0,0,0,0,1 1 2005 20593,0,101,0,0,
,10643,0,1,0,0,0,3,"0 2005 83.63,29.94,-371.38",1,,2,0,0,0,0,"2 0 2005 83.63,29.94,-371.38",0,105,0,0,
,10644,0,1,0,0,0,3,1 2005 20595,1,,5,0,0,0,0,1 1 2005 20595,0,101,0,0,
,10645,0,1,0,0,0,3,1 2005 20594,1,,2,0,0,0,0,1 1 2005 20594,0,101,0,0,
,10646,0,1,0,0,0,3,1 2005 20594,1,,5,0,0,0,0,1 1 2005 20594,0,101,0,0,
,10647,0,1,0,0,0,3,1 2005 20644,1,,5,0,0,0,0,1 1 2005 20644,0,101,0,0,
,10648,0,1,0,0,0,3,1 2005 20644,1,,2,0,0,0,0,1 1 2005 20644,0,101,0,0,
特殊的受困者,10649,0,1,0,0,0,3,1 2001 70002,1,,5,0,0,0,0,0,0,1,0,0,
,10650,0,1,1,0,0,3,1 2005 60356,1,,5,0,0,0,0,0,0,104,0,0,
,10651,0,1,1,0,0,3,1 2005 60357,1,,5,0,0,0,0,0,0,104,0,0,
,10653,0,1,0,0,0,3,1 2005 30615,1,,5,0,0,0,0,2 1 2005 30615,0,103,0,0,
,10654,0,1,0,0,0,3,1 2005 30615,1,,5,0,0,0,0,2 1 2005 30615,0,101,0,0,
,10655,0,1,0,0,0,3,"0 2005 -14.88,27.97,-409.87",1,,2,0,0,0,0,"2 0 2005 -14.88,27.97,-409.87",0,105,0,0,
,10656,0,1,2,0,0,3,1 2005 30619,1,,5,2005,9004,0,0,1 1 2005 20673,0,101,0,0,
,10657,0,1,0,0,0,3,1 2005 20673,1,,5,0,0,0,0,1 1 2005 20673,0,101,0,0,
,10658,0,1,0,0,0,3,1 2005 20673,1,,2,0,0,0,0,1 1 2005 20673,0,101,0,0,
,10659,0,1,0,0,0,3,1 2006 20420,1,,5,0,0,0,0,1 1 2006 20420,0,101,0,0,
,10660,0,1,0,0,0,3,1 2004 30616,1,,5,0,0,0,0,2 1 2004 30616,0,101,0,0,
,10661,0,1,0,0,0,3,1 2004 30617,1,,5,0,0,0,0,2 1 2004 30617,0,101,0,0,
,10662,0,1,0,0,0,3,1 2004 30618,1,,5,0,0,0,0,2 1 2004 30618,0,101,0,0,
,10663,0,1,0,0,0,3,1 2006 20420,1,,2,0,0,0,0,1 1 2006 20420,0,101,0,0,
,10664,0,1,0,0,0,3,1 2004 20674,1,,5,0,0,0,0,1 1 2004 20674,0,101,0,0,
,10665,0,1,0,0,0,1,,1,,5,0,0,0,0,0,0,101,0,0,
,10666,0,1,0,0,0,3,"0 2004 14.02,4.86,-0.22",1,,5,0,0,0,0,"2 0 2004 14.02,4.86,-0.22",0,103,0,0,
,10667,0,1,0,0,0,3,1 2004 30621,1,,2,0,0,0,0,2 1 2004 30621,0,101,0,0,
,10668,0,1,0,0,0,3,1 2004 30622,1,,5,0,0,0,0,2 1 2004 30622,0,101,0,0,
,10669,0,1,0,0,0,1,,1,,5,0,0,0,0,0,0,101,0,0,
,10670,0,1,0,0,0,1,,1,,5,0,0,0,0,0,0,101,0,0,
,10671,0,1,0,0,0,3,1 2006 20420,1,,2,0,0,0,0,1 1 2006 20420,0,101,0,0,
,10672,0,1,0,0,0,3,1 2006 20420,1,,5,0,0,0,0,1 1 2006 20420,0,101,0,0,
,10673,0,1,0,0,0,3,1 2006 20420,1,,2,0,0,0,0,1 1 2006 20420,0,101,0,0,
,10675,0,1,0,0,0,1,0,1,,2,0,0,0,0,0,0,101,0,0,
,10676,0,1,0,0,0,3,1 1000 30640,1,,5,0,0,0,0,0,0,101,0,0,
,10677,0,1,0,0,0,3,1 2001 30084,1,,5,0,0,0,0,"2 0 2001 13.88,1.22,-27.59",0,101,0,0,
,10678,0,1,0,0,0,1,,1,,5,0,0,0,0,0,0,101,0,0,
,10679,0,1,0,0,0,3,1 2005 20593,1,,2,0,0,0,0,1 1 2005 20593,0,101,0,0,
,10682,0,1,0,0,0,1,0,1,,5,0,0,0,0,0,0,101,0,0,
,10683,0,1,0,0,0,3,1 2003 30277,1,,2,0,0,0,0,2 1 2003 30277,0,101,0,0,
,20000,0,5,0,200101,1,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,2,0,0,0,1,0,0,0,0,0,
,20001,0,5,0,200101,1,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,2,0,0,0,2,0,0,0,0,0,
,20002,0,5,0,200102,1,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,2,0,0,0,3,0,0,0,0,0,
,20003,0,5,0,200102,1,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,2,0,0,0,4,0,0,0,0,0,
,20004,0,5,0,200103,1,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,2,0,0,0,5,0,0,0,0,0,
,20005,0,5,0,200103,1,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,2,0,0,0,1,0,0,0,0,0,
,20006,0,5,0,200104,1,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,2,0,0,0,2,0,0,0,0,0,
,20007,0,5,0,200104,1,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,2,0,0,0,3,0,0,0,0,0,
,20008,0,5,0,200105,1,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,2,0,0,0,4,0,0,0,0,0,
,20009,0,5,0,200105,1,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,2,0,0,0,5,0,0,0,0,0,
,20010,0,5,0,200101,2,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,2,0,0,0,1,0,0,0,0,0,
,20011,0,5,0,200101,3,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,2,0,0,0,1,0,0,0,0,0,
,20012,0,5,0,200101,4,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,2,0,0,0,1,0,0,0,0,0,
,20013,0,5,0,200101,5,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,2,0,0,0,1,0,0,0,0,0,
,20014,0,5,0,200101,2,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,2,0,0,0,2,0,0,0,0,0,
,20015,0,5,0,200101,3,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,2,0,0,0,2,0,0,0,0,0,
,20016,0,5,0,200101,4,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,2,0,0,0,2,0,0,0,0,0,
,20017,0,5,0,200101,5,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,2,0,0,0,2,0,0,0,0,0,
,20021,0,5,0,200101,1,3,1 2001 10004,1,,2,0,0,0,101,2 1 2001 10004,0,201,0,0,
,20022,0,5,0,200101,2,3,1 2001 10004,1,,2,0,0,0,201,2 1 2001 10004,0,201,0,0,
,20023,0,5,0,200101,3,3,1 2001 10004,1,,2,0,0,0,301,2 1 2001 10004,0,201,0,0,
