,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
,1149201,,10000,0,1,10,51,0,0,0,0,10,21,104601,4,0,
,1149202,,10000,3,1,10,2,1,0,0,0,10,21,104601,4,0,
,1149301,,10000,0,1,10,51,0,0,0,0,10,21,104601,5,0,
,1149302,,10000,3,1,10,2,1,0,0,0,10,21,104601,5,0,
,1149401,,10000,0,1,10,51,0,0,0,0,10,21,104601,6,0,
,1149402,,10000,3,1,10,2,1,0,0,0,10,21,104601,6,0,
,1150101,,10000,1,1,10,44,0,0,0,0,10,154,3,3000,0,
,1150401,,10000,1,1,10,44,0,0,0,0,19,154,3,3000,0,
,1150501,,10000,1,1,10,40,0,0,0,0,10,114,2023,10,1150401,1
,2019101,,10000,0,0,10,1,0,0,0,0,10,115,201102,201101,0,
,2019102,,10000,0,0,10,31,2,1,0,0,10,21,201102,1,0,
,2019201,,10000,0,0,10,1,0,0,0,0,10,115,201103,201101,0,
,2019202,,10000,0,0,10,31,2,1,0,0,10,21,201103,1,0,
,2019301,,10000,0,0,10,1,0,0,0,0,10,115,201104,201101,0,
,2019302,,10000,0,0,10,31,2,1,0,0,10,21,201104,1,0,
,2019401,,10000,0,0,10,1,0,0,0,0,10,115,201105,201101,0,
,2019402,,10000,0,0,10,31,2,1,0,0,10,21,201105,1,0,
,3019101,,10000,0,1,10,11,73,2,10000,0,10,11,13,0,1500,
,3019102,,10000,0,1,10,11,73,2,5000,0,10,11,13,0,2500,
,3019103,,10000,0,1,10,11,73,2,2000,0,10,11,13,0,3500,
,3019201,,10000,0,1,10,11,73,2,10000,0,10,11,13,0,2200,
,3019202,,10000,0,1,10,11,73,2,5000,0,10,11,13,0,3200,
,3019203,,10000,0,1,10,11,73,2,2000,0,10,11,13,0,4200,
,3019301,,10000,0,1,10,11,73,2,10000,0,10,11,13,0,3000,
,3019302,,10000,0,1,10,11,73,2,5000,0,10,11,13,0,4000,
,3019303,,10000,0,1,10,11,73,2,2000,0,10,11,13,0,5000,
,3019401,,10000,0,1,10,11,73,2,10000,0,10,11,13,0,1200,
,3019402,,10000,0,1,10,11,73,2,5000,0,10,11,13,0,1200,
,3019403,,10000,0,1,10,11,73,2,2000,0,10,11,13,0,1200,
,4019101,,10000,0,0,10,21,2009,0,0,0,10,115,200903,200901,0,
,4019102,,10000,0,0,10,21,2009,0,0,0,10,115,200903,200902,0,
,4019103,,10000,0,0,10,44,0,0,0,0,10,99,4019104,0,0,
,4019104,,5000,0,0,20,24,1024,1,1,0,10,21,200903,1,0,
,4019201,,7500,0,0,20,24,1024,1,1,0,10,99,4019104,0,0,
,4019202,,3000,0,0,10,22,2009,0,0,0,10,21,200901,1,0,
,4019301,,10000,0,0,10,21,2009,0,0,0,10,99,4019104,0,0,
,4019302,,4000,0,0,10,22,2009,0,0,0,10,21,200901,1,0,
,1601,,10000,0,0,10,1,0,0,0,0,10,36,0,5000,0,
,1602,,10000,0,0,10,1,0,0,0,0,10,31,0,10000,0,
,1603,,10000,1,1,10,40,0,0,0,0,10,99,160301,160302,0,
,160301,,10000,0,0,20,61,1,0,0,0,10,21,800014,1,0,
,160302,,10000,0,0,20,61,2,0,0,0,10,21,800015,1,0,
,160303,,10000,0,0,10,1,0,0,0,0,10,36,1,5000,0,
,160304,,10000,0,0,10,1,0,0,0,0,10,36,2,5000,0,
,1604,,10000,1,1,10,1,0,0,0,0,40,42,70,0,0,
,1605,,10000,1,1,10,1,0,0,0,0,40,42,80,0,0,
,1606,,10000,0,1,20,44,30,0,0,0,10,21,800016,1,0,
,160601,,10000,0,0,10,1,0,0,0,0,10,36,0,3000,0,
,160602,,10000,0,0,10,1,0,0,0,0,10,31,0,5000,0,
,1607,,10000,0,1,40,44,80,0,0,0,10,21,800016,1,0,
,1608,,10000,0,1,10,44,12,0,0,0,30,53,5000,0,0,
,1609,,1000,0,1,10,44,0,0,0,0,30,53,5000,0,0,
,1610,,10000,1,1,10,11,73,2,3000,0,10,99,161001,0,0,
,161001,,10000,0,0,10,44,0,0,0,0,10,11,73,5,5000,
,1611,,10000,0,0,10,1,0,0,0,0,10,99,161101,161102,0,
,161101,,10000,0,0,10,1,0,0,0,0,10,11,4,5,30000,
,161102,,10000,0,0,10,1,0,0,0,0,10,11,5,5,30000,
,1612,,10000,0,1,10,1,0,0,0,0,10,62,0,20000,0,
,1613,,10000,0,1,10,1,0,0,0,0,10,43,0,5,1,
,1614,,10000,0,1,10,44,12,0,0,0,10,21,800002,1,0,
,1615,,10000,1,0,10,1,0,0,0,0,10,99,161501,161502,161503,
,161501,,10000,0,0,10,44,0,0,0,0,10,21,800013,1,0,
,161502,,10000,0,0,20,44,2,0,0,0,10,22,800013,1,0,
,161503,,10000,0,0,20,44,30,0,0,0,10,22,800013,1,0,
,1616,,10000,0,0,10,31,3,1,0,0,10,21,800017,1,0,
,1617,,10000,1,1,10,31,2,1,0,0,10,21,800018,1,0,
,1618,,10000,1,1,10,1,0,0,0,0,10,99,161801,161802,0,
,161801,,10000,0,0,20,11,72,2,999,0,10,99,161803,161804,0,
,161802,,10000,0,0,20,11,72,2,1999,0,10,99,161803,161804,0,
,161803,,10000,0,0,10,1,0,0,0,0,10,36,0,3000,0,
,161804,,10000,0,0,10,1,0,0,0,0,10,31,0,3000,0,
,1619,,3000,1,1,10,40,0,0,0,0,20,40,2,0,5000,
,1620,,10000,1,1,10,44,0,0,0,0,10,99,162001,162002,0,
,162001,,10000,0,0,10,1,0,0,0,0,10,140,1,10,162003,
,162002,,10000,0,0,10,1,0,0,0,0,20,140,0,10,162003,
,162003,,10000,0,0,10,1,0,0,0,0,10,11,73,5,2000,
,1621,,10000,1,1,10,1,0,0,0,0,40,55,6,8000,0,
,1622,,10000,0,0,10,1,0,0,0,0,10,129,10000,0,0,
,1623,,10000,0,0,10,1,0,0,0,0,10,126,6,10000,0,
,1624,,10000,0,0,10,2,1,0,0,0,10,21,800002,1,0,
,1625,,1000,1,1,20,44,0,0,0,0,10,21,800019,1,0,
,162501,,10000,0,1,10,1,0,0,0,0,10,62,0,20000,0,
,1626,,1000,1,1,10,44,0,0,0,0,20,21,700006,1,0,
,1627,,10000,0,1,10,42,0,1,1,0,30,53,5000,0,0,
,1628,,10000,0,1,10,42,0,1,1,0,30,11,73,5,5000,
,1629,,10000,0,1,10,42,0,1,1,0,10,21,800016,1,0,
,1630,,10000,0,0,10,42,0,1,1,0,40,11,72,6,10000,
,1631,,10000,0,1,10,44,0,0,0,0,10,54,2000,0,0,
,1632,,1000,0,1,10,44,0,0,0,0,20,21,800006,1,0,
,1633,,1000,0,1,10,44,0,0,0,0,20,21,700004,1,0,
,1634,,10000,0,1,10,44,12,0,0,0,20,21,800007,1,0,
,1635,,1000,0,0,20,44,0,0,0,0,10,21,800020,1,0,
,163501,,10000,0,0,10,1,0,0,0,0,50,119,0,0,0,
,1636,,10000,0,0,10,1,0,0,0,0,10,64,1,0,0,
,1637,,10000,0,1,10,1,0,0,0,0,10,62,0,10000,0,
,1638,,10000,1,1,20,11,73,2,5000,0,10,31,0,10000,0,
,1639,,10000,0,1,10,32,1,73,0,0,10,34,10000,20000,10,
,1640,,10000,0,0,0,1,1,0,0,0,10,11,13,0,2000,
,1641,,10000,0,0,0,1,1,0,0,0,10,11,12,0,2000,
,1642,,1000,0,1,10,44,0,0,0,0,20,21,800012,1,0,
,4019401,,5000,0,0,10,21,2009,0,0,0,10,21,200901,1,0,
,4019402,,5000,0,0,10,22,2009,0,0,0,10,21,200901,1,0,
,10238,,10000,0,1,20,23,1001,1,1,0,10,99,10239,0,0,10000
,10239,,2000,0,1,10,44,0,0,0,0,20,155,73,500,20,
,10341,,10000,1,1,10,1,0,0,0,0,40,99,10345,0,0,
,10345,,10000,0,0,10,23,1024,1,1,0,10,35,0,1000,0,
,10344,,10000,0,0,10,21,0,0,0,0,20,137,1,2,0,
